,Unnamed: 0,DATE,DEW,TMP,DIR,SPD,HUM,NO2,O3,PM25
0,0,2017-01-01 00:00:00,5.0,7.5,230.0,13.86,84.22530185772081,38.9,22.5,28.4
1,1,2017-01-01 01:00:00,5.0,7.0,235.0,10.260000000000002,87.09805658818216,63.0,18.1,32.5
2,2,2017-01-01 02:00:00,5.0,7.0,225.0,15.66,87.09805658818216,47.9,20.3,24.9
3,3,2017-01-01 03:00:00,5.0,7.0,220.0,13.86,87.09805658818216,51.0,18.3,19.8
4,4,2017-01-01 04:00:00,4.0,7.0,225.0,12.96,81.21727894075245,42.8,18.9,20.3
5,5,2017-01-01 05:00:00,5.0,7.0,225.0,13.86,87.09805658818216,40.6,21.3,19.0
6,6,2017-01-01 06:00:00,5.5,7.0,230.0,12.06,90.22514126346948,42.1,16.8,20.6
7,7,2017-01-01 07:00:00,6.0,7.5,230.0,12.06,90.27318997435336,35.1,23.2,19.6
8,8,2017-01-01 08:00:00,6.5,8.0,220.0,11.16,90.29877754458131,39.8,17.5,19.5
9,9,2017-01-01 09:00:00,7.0,8.5,220.0,8.46,90.3463052602894,43.1,15.3,20.0
10,10,2017-01-01 10:00:00,7.5,9.5,240.0,12.96,87.33622344478512,36.1,28.6,14.3
11,11,2017-01-01 11:00:00,7.5,10.0,245.0,13.86,84.50107659897556,34.3,35.5,5.5
12,12,2017-01-01 12:00:00,7.0,10.0,240.0,15.66,81.61891574974695,42.1,33.2,5.9
13,13,2017-01-01 13:00:00,7.0,10.0,240.0,14.76,81.61891574974695,49.1,30.2,8.3
14,14,2017-01-01 14:00:00,6.5,8.0,310.0,20.340000000000003,90.27602561581527,44.8,35.8,4.0
15,15,2017-01-01 15:00:00,4.5,6.0,185.0,20.52,90.15068137708731,37.8,45.6,2.7
16,16,2017-01-01 16:00:00,4.0,6.0,15.0,20.34,87.00090236095129,34.3,48.7,0.8
17,17,2017-01-01 17:00:00,3.5,5.0,30.0,16.56,90.07538585349043,25.7,52.9,1.2
18,18,2017-01-01 18:00:00,4.0,5.0,30.0,13.86,93.24809544805888,35.2,45.8,0.0
19,19,2017-01-01 19:00:00,4.0,5.0,30.0,14.76,93.24809544805888,31.2,48.9,1.8
20,20,2017-01-01 20:00:00,4.0,5.0,20.0,13.86,93.24809544805888,34.8,43.0,3.8
21,21,2017-01-01 21:00:00,4.0,5.0,10.0,13.86,93.24809544805888,40.6,36.7,3.4
22,22,2017-01-01 22:00:00,4.0,5.0,10.0,12.06,93.24809544805888,34.9,36.2,4.5
23,23,2017-01-01 23:00:00,3.5,5.0,10.0,10.260000000000002,90.07538585349043,38.6,31.7,4.2
24,24,2017-01-02 00:00:00,3.0,5.0,185.0,12.96,86.90267625892197,30.7,38.2,2.9
25,25,2017-01-02 01:00:00,3.0,5.0,10.0,12.06,86.90267625892197,27.4,38.8,3.6
26,26,2017-01-02 02:00:00,3.0,4.5,180.0,13.86,90.04889909912634,24.3,39.2,0.0
27,27,2017-01-02 03:00:00,2.0,3.5,355.0,12.96,89.9724467417483,26.8,33.8,2.5
28,28,2017-01-02 04:00:00,2.0,3.0,350.0,8.46,93.14153052995036,33.9,28.9,3.4
29,29,2017-01-02 05:00:00,2.0,3.0,0.0,4.5,93.14153052995036,42.5,19.0,4.3
30,30,2017-01-02 06:00:00,1.0,3.0,330.0,10.260000000000002,86.70294685196764,44.1,22.4,4.9
31,31,2017-01-02 07:00:00,1.0,3.0,355.0,9.36,86.70294685196764,49.9,19.9,3.1
32,32,2017-01-02 08:00:00,1.0,3.0,345.0,9.36,86.70294685196764,57.0,13.1,2.4
33,33,2017-01-02 09:00:00,1.0,3.0,340.0,12.06,86.70294685196764,58.0,17.6,4.8
34,34,2017-01-02 10:00:00,1.0,4.0,350.0,16.56,80.80291704368436,50.4,20.4,7.2
35,35,2017-01-02 11:00:00,1.0,4.5,350.0,15.66,78.07504912669751,47.5,25.0,2.5
36,36,2017-01-02 12:00:00,1.5,5.0,355.0,13.86,78.14483197437917,51.8,24.3,9.4
37,37,2017-01-02 13:00:00,1.0,5.5,335.0,11.16,72.82322408584345,55.8,22.7,5.6
38,38,2017-01-02 14:00:00,1.0,6.0,310.0,11.16,70.29926696197629,69.5,19.9,8.0
39,39,2017-01-02 15:00:00,1.0,5.0,335.0,9.36,75.34718120971063,82.7,9.4,10.2
40,40,2017-01-02 16:00:00,1.0,5.0,300.0,11.16,75.34718120971063,91.6,5.9,10.7
41,41,2017-01-02 17:00:00,1.0,4.0,295.0,10.260000000000002,80.80291704368436,92.5,2.6,16.7
42,42,2017-01-02 18:00:00,0.5,3.0,280.0,9.36,83.68241376741805,87.4,2.5,16.5
43,43,2017-01-02 19:00:00,0.0,3.0,290.0,11.16,80.66188068286847,102.4,2.0,15.6
44,44,2017-01-02 20:00:00,-1.0,3.0,290.0,12.96,74.99695876852216,85.5,1.8,14.6
45,45,2017-01-02 21:00:00,-1.0,2.5,285.0,11.16,77.75815642725658,88.9,1.9,16.0
46,46,2017-01-02 22:00:00,-1.0,2.0,270.0,10.260000000000002,80.519354085991,83.9,1.7,18.5
47,47,2017-01-02 23:00:00,0.0,1.0,230.0,10.260000000000002,93.03245577175896,85.4,1.5,16.4
48,48,2017-01-03 00:00:00,-0.5,1.0,245.0,11.16,89.76559915382973,72.8,1.5,22.7
49,49,2017-01-03 01:00:00,-1.0,1.0,230.0,10.260000000000002,86.4987425359005,67.7,3.0,16.9
50,50,2017-01-03 02:00:00,-1.0,0.5,240.0,11.16,89.73784769176523,59.5,1.4,19.9
51,51,2017-01-03 03:00:00,-1.0,0.0,230.0,12.96,92.97695284762995,57.1,1.4,15.6
52,52,2017-01-03 04:00:00,-1.0,0.0,240.0,13.86,92.97695284762995,54.6,1.4,12.0
53,53,2017-01-03 05:00:00,-1.0,0.5,240.0,13.86,89.73784769176523,57.2,2.1,12.8
54,54,2017-01-03 06:00:00,-1.0,1.0,245.0,17.46,86.4987425359005,66.0,1.9,11.5
55,55,2017-01-03 07:00:00,-1.0,1.0,240.0,18.36,86.4987425359005,72.6,1.5,10.4
56,56,2017-01-03 08:00:00,-1.0,1.0,245.0,18.54,86.4987425359005,85.1,2.1,7.9
57,57,2017-01-03 09:00:00,-0.5,2.5,240.0,13.86,80.59061738442973,97.1,3.9,9.7
58,58,2017-01-03 10:00:00,0.0,3.0,245.0,20.52,80.66188068286847,88.0,4.9,11.7
59,59,2017-01-03 11:00:00,0.5,4.0,250.0,21.42,77.98792755232054,90.0,7.1,10.6
60,60,2017-01-03 12:00:00,1.0,5.0,255.0,21.42,75.34718120971063,88.9,9.2,0.0
61,61,2017-01-03 13:00:00,1.0,6.0,270.0,23.22,70.29926696197629,0.0,11.2,0.0
62,62,2017-01-03 14:00:00,1.5,6.0,270.0,22.32,72.90948800560659,74.0,16.7,0.0
63,63,2017-01-03 15:00:00,1.0,6.0,280.0,26.82,70.29926696197629,58.1,26.1,0.0
64,64,2017-01-03 16:00:00,1.0,6.0,270.0,25.92,70.29926696197629,64.2,18.1,0.0
65,65,2017-01-03 17:00:00,1.5,6.0,255.0,21.42,72.90948800560659,80.6,6.5,0.0
66,66,2017-01-03 18:00:00,2.0,5.0,245.0,22.32,80.94248273904773,77.7,3.3,0.0
67,67,2017-01-03 19:00:00,2.0,5.0,255.0,18.36,80.94248273904773,79.2,3.5,0.0
68,68,2017-01-03 20:00:00,2.0,5.0,255.0,21.42,80.94248273904773,76.3,5.1,0.0
69,69,2017-01-03 21:00:00,2.0,5.5,270.0,24.12,78.23109589414231,62.2,15.3,0.0
70,70,2017-01-03 22:00:00,1.5,5.5,260.0,23.22,75.43344512947377,59.0,16.9,0.0
71,71,2017-01-03 23:00:00,1.0,5.0,250.0,22.32,75.34718120971063,57.8,14.5,0.0
72,72,2017-01-04 00:00:00,1.0,4.5,255.0,25.92,78.07504912669751,46.5,23.4,0.0
73,73,2017-01-04 01:00:00,1.0,4.0,260.0,22.32,80.80291704368436,37.3,27.5,0.0
74,74,2017-01-04 02:00:00,1.5,5.0,250.0,18.54,78.14483197437917,36.1,26.3,0.0
75,75,2017-01-04 03:00:00,2.0,5.0,255.0,18.36,80.94248273904773,35.3,25.2,0.0
76,76,2017-01-04 04:00:00,2.0,5.5,260.0,17.46,78.23109589414231,44.3,18.8,0.0
77,77,2017-01-04 05:00:00,2.5,5.5,260.0,17.46,81.01153989132717,60.2,12.8,0.0
78,78,2017-01-04 06:00:00,3.0,6.5,265.0,19.44,78.38556959412361,77.7,12.2,0.0
79,79,2017-01-04 07:00:00,4.0,7.0,285.0,20.52,81.21727894075245,78.8,8.9,0.0
80,80,2017-01-04 08:00:00,4.0,7.0,290.0,21.42,81.21727894075245,71.2,11.6,0.0
81,81,2017-01-04 09:00:00,5.0,7.5,290.0,18.36,84.22530185772081,80.2,9.4,0.0
82,82,2017-01-04 10:00:00,5.0,8.0,290.0,18.54,81.35254712725947,71.7,13.5,0.0
83,83,2017-01-04 11:00:00,5.0,7.0,185.0,17.64,87.09805658818216,62.6,16.9,0.0
84,84,2017-01-04 12:00:00,3.5,7.0,325.0,11.16,78.45391054269653,86.6,11.4,0.0
85,85,2017-01-04 13:00:00,2.0,7.5,350.0,13.86,68.17405041809653,69.0,22.4,0.0
86,86,2017-01-04 14:00:00,0.5,7.0,335.0,13.86,63.3396726602801,66.6,20.9,0.0
87,87,2017-01-04 15:00:00,0.0,7.0,345.0,11.16,61.05341479292628,90.4,9.7,0.0
88,88,2017-01-04 16:00:00,0.0,6.0,340.0,9.36,65.40113444427135,109.0,4.3,0.0
89,89,2017-01-04 17:00:00,-0.5,5.5,335.0,9.36,65.28774936345867,108.6,2.5,0.0
90,90,2017-01-04 18:00:00,-1.0,5.0,305.0,10.260000000000002,65.174364282646,104.7,3.4,0.0
91,91,2017-01-04 19:00:00,-1.0,5.0,300.0,12.96,65.174364282646,97.0,3.2,0.0
92,92,2017-01-04 20:00:00,-1.0,4.0,300.0,15.66,69.89350717511381,92.6,3.8,0.0
93,93,2017-01-04 21:00:00,-1.0,4.0,300.0,10.260000000000002,69.89350717511381,83.2,5.7,0.0
94,94,2017-01-04 22:00:00,-1.0,3.0,300.0,12.96,74.99695876852216,82.5,5.4,0.0
95,95,2017-01-04 23:00:00,-1.0,3.0,300.0,11.16,74.99695876852216,76.1,6.9,0.0
96,96,2017-01-05 00:00:00,-1.5,3.0,300.0,11.16,72.34236374004408,68.0,7.9,0.0
97,97,2017-01-05 01:00:00,-2.0,2.0,300.0,6.48,74.81922222564013,59.2,12.9,0.0
98,98,2017-01-05 02:00:00,-2.0,2.0,300.0,6.48,74.81922222564013,52.1,12.8,0.0
99,99,2017-01-05 03:00:00,-2.0,2.0,300.0,6.48,74.81922222564013,60.2,6.0,0.0
100,100,2017-01-05 04:00:00,-1.5,1.5,0.0,4.5,80.44733573385145,72.1,2.3,0.0
101,101,2017-01-05 05:00:00,-2.0,1.5,320.0,8.46,77.59726980367603,83.2,2.0,0.0
102,102,2017-01-05 06:00:00,-2.0,1.0,0.0,4.5,80.37531738171192,105.3,1.8,0.0
103,103,2017-01-05 07:00:00,-1.5,1.0,290.0,5.4,83.43702995880622,119.8,1.7,0.0
104,104,2017-01-05 08:00:00,-2.0,1.0,0.0,5.4,80.37531738171192,135.2,1.9,0.0
105,105,2017-01-05 09:00:00,-1.0,1.5,280.0,7.56,83.50904831094577,129.89999,2.7,0.0
106,106,2017-01-05 10:00:00,-1.0,2.5,290.0,7.56,77.75815642725658,118.1,4.0,0.0
107,107,2017-01-05 11:00:00,0.0,3.5,280.0,7.56,77.9174093719126,112.8,5.0,0.0
108,108,2017-01-05 12:00:00,0.0,5.0,280.0,5.58,70.09733303419111,102.1,5.3,26.1
109,109,2017-01-05 13:00:00,1.0,6.0,0.0,4.5,70.29926696197629,104.7,4.1,25.4
110,110,2017-01-05 14:00:00,1.0,6.0,250.0,5.58,70.29926696197629,111.2,4.0,24.3
111,111,2017-01-05 15:00:00,1.0,6.0,0.0,4.5,70.29926696197629,123.8,2.3,25.7
112,112,2017-01-05 16:00:00,1.0,4.5,0.0,2.7,78.07504912669751,153.7,2.0,30.3
113,113,2017-01-05 17:00:00,1.0,4.5,0.0,2.7,78.07504912669751,152.2,2.1,34.1
114,114,2017-01-05 18:00:00,1.5,3.5,0.0,0.9,86.75315490275692,118.6,2.3,28.2
115,115,2017-01-05 19:00:00,1.0,3.5,130.0,6.48,83.752931947826,128.0,2.5,35.4
116,116,2017-01-05 20:00:00,1.0,2.5,100.0,2.7,89.89512927888376,156.39999,2.3,49.0
117,117,2017-01-05 21:00:00,1.0,2.5,0.0,2.7,89.89512927888376,153.8,2.5,0.0
118,118,2017-01-05 22:00:00,1.0,2.0,30.0,2.7,93.08731170579986,146.39999,2.5,59.3
119,119,2017-01-05 23:00:00,1.0,1.5,0.0,0.9,96.54365585289992,135.10001,2.5,50.8
120,120,2017-01-06 00:00:00,0.0,1.0,0.0,1.8,93.03245577175896,121.0,2.3,54.7
121,121,2017-01-06 01:00:00,0.5,1.0,70.0,3.6,96.51622788587947,113.9,3.7,54.8
122,122,2017-01-06 02:00:00,0.0,0.5,50.0,4.5,96.51622788587947,116.5,2.6,57.1
123,123,2017-01-06 03:00:00,0.0,0.0,15.0,5.4,100.0,106.5,2.5,56.9
124,124,2017-01-06 04:00:00,-1.0,0.0,40.0,4.5,92.97695284762995,91.9,2.5,51.1
125,125,2017-01-06 05:00:00,-1.0,0.0,190.0,4.5,92.97695284762995,89.1,2.0,42.7
126,126,2017-01-06 06:00:00,-1.0,0.0,30.0,4.5,92.97695284762995,102.0,2.0,45.1
127,127,2017-01-06 07:00:00,0.0,0.5,0.0,5.4,96.51622788587947,103.0,1.1,33.7
128,128,2017-01-06 08:00:00,2.5,3.5,190.0,7.38,93.451338129461,100.2,1.3,20.7
129,129,2017-01-06 09:00:00,2.5,5.0,180.0,11.16,83.92257949898485,99.9,1.7,18.3
130,130,2017-01-06 10:00:00,3.0,5.0,180.0,11.16,86.90267625892197,100.1,2.9,16.3
131,131,2017-01-06 11:00:00,3.0,6.0,170.0,11.16,81.08059704360663,93.5,5.3,17.4
132,132,2017-01-06 12:00:00,3.0,6.5,190.0,12.06,78.38556959412361,91.5,5.8,20.2
133,133,2017-01-06 13:00:00,2.5,7.0,230.0,11.16,73.094935782288,99.9,9.0,21.2
134,134,2017-01-06 14:00:00,2.0,7.5,215.0,12.96,68.17405041809653,101.0,8.4,22.6
135,135,2017-01-06 15:00:00,2.0,7.0,220.0,12.06,70.49932941993539,107.1,5.3,18.6
136,136,2017-01-06 16:00:00,3.0,6.0,220.0,11.16,81.08059704360663,105.6,2.5,20.7
137,137,2017-01-06 17:00:00,3.5,6.0,220.0,12.06,84.04074970227896,105.1,4.5,20.1
138,138,2017-01-06 18:00:00,4.0,6.0,225.0,13.86,87.00090236095129,95.5,8.9,16.2
139,139,2017-01-06 19:00:00,4.0,6.0,235.0,12.96,87.00090236095129,89.1,9.7,18.0
140,140,2017-01-06 20:00:00,4.5,6.0,235.0,15.66,90.15068137708731,62.6,14.9,13.2
141,141,2017-01-06 21:00:00,5.0,6.0,235.0,16.56,93.30046039322336,59.4,14.5,9.8
142,142,2017-01-06 22:00:00,5.0,6.0,240.0,19.44,93.30046039322336,51.6,15.3,10.6
143,143,2017-01-06 23:00:00,5.5,7.0,240.0,18.36,90.22514126346948,41.7,23.2,7.0
144,144,2017-01-07 00:00:00,6.0,7.0,240.0,20.52,93.35222593875679,29.4,32.2,3.1
145,145,2017-01-07 01:00:00,6.0,7.0,240.0,14.76,93.35222593875679,26.9,34.0,2.2
146,146,2017-01-07 02:00:00,7.0,7.5,240.0,15.66,96.70170053960638,25.4,32.3,0.9
147,147,2017-01-07 03:00:00,7.0,8.0,250.0,16.56,93.40340107921274,28.6,28.1,1.7
148,148,2017-01-07 04:00:00,8.0,8.0,250.0,15.66,100.0,30.4,23.8,4.1
149,149,2017-01-07 05:00:00,8.0,8.0,250.0,15.66,100.0,41.2,16.1,4.2
150,150,2017-01-07 06:00:00,8.0,8.0,255.0,13.86,100.0,55.8,7.0,7.4
151,151,2017-01-07 07:00:00,8.0,9.0,250.0,11.16,93.45399464344837,69.2,1.1,12.3
152,152,2017-01-07 08:00:00,8.0,9.0,250.0,12.06,93.45399464344837,76.4,1.4,16.1
153,153,2017-01-07 09:00:00,8.0,9.0,275.0,6.48,93.45399464344837,79.0,1.6,17.6
154,154,2017-01-07 10:00:00,9.0,10.0,270.0,10.260000000000002,93.50401529821623,82.3,2.5,19.7
155,155,2017-01-07 11:00:00,9.0,10.0,295.0,11.16,93.50401529821623,80.8,2.8,20.9
156,156,2017-01-07 12:00:00,9.0,10.0,300.0,7.380000000000001,93.50401529821623,79.9,2.1,19.1
157,157,2017-01-07 13:00:00,9.0,10.5,300.0,7.380000000000001,90.4901338249495,78.1,5.2,13.2
158,158,2017-01-07 14:00:00,9.0,10.5,300.0,9.36,90.4901338249495,77.5,6.1,12.1
159,159,2017-01-07 15:00:00,9.0,10.5,330.0,5.58,90.4901338249495,93.8,2.0,15.1
160,160,2017-01-07 16:00:00,9.0,10.0,0.0,3.6,93.50401529821623,78.2,1.1,15.8
161,161,2017-01-07 17:00:00,9.0,10.0,290.0,4.5,93.50401529821623,102.8,1.1,23.5
162,162,2017-01-07 18:00:00,9.0,9.5,270.0,3.6,96.75200764910812,96.9,1.0,22.8
163,163,2017-01-07 19:00:00,9.0,9.0,150.0,1.8,100.0,80.1,1.2,19.9
164,164,2017-01-07 20:00:00,9.0,9.0,0.0,5.4,100.0,75.6,1.1,18.6
165,165,2017-01-07 21:00:00,8.5,9.0,220.0,5.4,96.72699732172418,85.9,0.9,22.9
166,166,2017-01-07 22:00:00,8.5,9.0,240.0,5.4,96.72699732172418,95.0,1.1,37.5
167,167,2017-01-07 23:00:00,9.0,9.0,255.0,5.4,100.0,86.5,1.0,29.3
168,168,2017-01-08 00:00:00,8.5,9.0,255.0,5.4,96.72699732172418,73.3,0.8,21.9
169,169,2017-01-08 01:00:00,8.5,9.0,270.0,6.48,96.72699732172418,70.0,2.3,21.4
170,170,2017-01-08 02:00:00,8.0,9.0,280.0,4.5,93.45399464344837,74.5,1.0,25.7
171,171,2017-01-08 03:00:00,8.0,9.5,295.0,4.5,90.41861604582628,64.8,1.2,23.9
172,172,2017-01-08 04:00:00,8.0,9.0,285.0,4.5,93.45399464344837,61.1,1.9,21.4
173,173,2017-01-08 05:00:00,8.0,9.0,270.0,0.9,93.45399464344837,60.4,1.1,21.4
174,174,2017-01-08 06:00:00,8.0,9.0,205.0,4.5,93.45399464344837,69.6,1.1,23.6
175,175,2017-01-08 07:00:00,8.0,9.0,240.0,6.48,93.45399464344837,68.5,0.6,21.7
176,176,2017-01-08 08:00:00,8.0,9.0,220.0,5.58,93.45399464344837,70.6,1.0,20.8
177,177,2017-01-08 09:00:00,8.0,9.0,230.0,3.6,93.45399464344837,73.6,1.1,22.7
178,178,2017-01-08 10:00:00,8.5,10.0,240.0,8.280000000000001,90.44362637321021,84.6,3.1,24.6
179,179,2017-01-08 11:00:00,8.0,10.0,250.0,7.56,87.38323744820416,87.2,6.2,19.7
180,180,2017-01-08 12:00:00,8.0,10.5,260.0,5.58,84.56664481761756,85.5,4.9,21.0
181,181,2017-01-08 13:00:00,8.0,10.5,260.0,9.36,84.56664481761756,88.9,6.3,15.4
182,182,2017-01-08 14:00:00,8.0,11.0,245.0,7.56,81.750052187031,90.4,6.6,17.8
183,183,2017-01-08 15:00:00,8.5,10.0,260.0,8.46,90.44362637321021,90.0,3.9,14.9
184,184,2017-01-08 16:00:00,9.0,10.0,250.0,4.5,93.50401529821623,101.6,2.0,19.7
185,185,2017-01-08 17:00:00,9.0,10.0,155.0,7.380000000000001,93.50401529821623,78.6,2.5,15.6
186,186,2017-01-08 18:00:00,9.0,10.0,180.0,10.260000000000002,93.50401529821623,86.5,4.9,14.2
187,187,2017-01-08 19:00:00,8.5,10.0,175.0,10.260000000000002,90.44362637321021,102.0,3.3,12.8
188,188,2017-01-08 20:00:00,8.0,9.5,150.0,12.96,90.41861604582628,85.2,4.2,16.2
189,189,2017-01-08 21:00:00,8.0,9.0,180.0,6.48,93.45399464344837,67.2,3.7,15.7
190,190,2017-01-08 22:00:00,8.0,9.0,160.0,7.380000000000001,93.45399464344837,60.3,1.8,19.3
191,191,2017-01-08 23:00:00,8.0,9.0,205.0,10.260000000000002,93.45399464344837,65.4,2.0,25.0
192,192,2017-01-09 00:00:00,8.0,9.0,225.0,10.260000000000002,93.45399464344837,44.9,7.7,19.4
193,193,2017-01-09 01:00:00,8.0,9.0,220.0,10.260000000000002,93.45399464344837,37.3,12.7,16.0
194,194,2017-01-09 02:00:00,8.0,9.0,235.0,12.96,93.45399464344837,22.5,20.9,10.8
195,195,2017-01-09 03:00:00,8.0,9.0,240.0,12.96,93.45399464344837,20.9,23.5,13.9
196,196,2017-01-09 04:00:00,8.0,9.0,245.0,12.96,93.45399464344837,21.3,25.3,13.0
197,197,2017-01-09 05:00:00,8.0,9.0,240.0,14.76,93.45399464344837,29.3,24.7,11.0
198,198,2017-01-09 06:00:00,8.0,9.0,225.0,10.260000000000002,93.45399464344837,78.4,5.7,14.8
199,199,2017-01-09 07:00:00,7.5,9.0,240.0,15.66,90.37160204240723,76.3,11.3,10.1
200,200,2017-01-09 08:00:00,8.0,10.0,235.0,13.86,87.38323744820416,75.5,9.0,7.3
201,201,2017-01-09 09:00:00,8.0,10.0,230.0,15.66,87.38323744820416,77.9,13.4,8.3
202,202,2017-01-09 10:00:00,7.5,10.0,240.0,25.020000000000003,84.50107659897556,62.6,19.3,9.1
203,203,2017-01-09 11:00:00,7.0,11.0,240.0,25.020000000000003,76.35732912671828,51.2,31.4,6.4
204,204,2017-01-09 12:00:00,7.0,10.0,240.0,25.92,81.61891574974695,53.5,28.5,8.0
205,205,2017-01-09 13:00:00,7.5,10.0,225.0,17.46,84.50107659897556,61.5,16.9,9.8
206,206,2017-01-09 14:00:00,8.0,10.0,220.0,22.32,87.38323744820416,83.4,14.9,7.7
207,207,2017-01-09 15:00:00,8.0,10.0,225.0,21.42,87.38323744820416,76.7,18.9,10.1
208,208,2017-01-09 16:00:00,8.0,10.0,235.0,23.22,87.38323744820416,64.5,22.5,5.9
209,209,2017-01-09 17:00:00,8.5,10.0,235.0,20.34,90.44362637321021,62.0,25.9,4.9
210,210,2017-01-09 18:00:00,6.5,9.0,290.0,25.92,84.38781472961239,64.1,27.9,6.7
211,211,2017-01-09 19:00:00,5.5,8.0,285.0,21.42,84.27335056860468,71.3,18.1,5.2
212,212,2017-01-09 20:00:00,3.5,7.0,280.0,25.020000000000003,78.45391054269653,65.6,18.8,5.8
213,213,2017-01-09 21:00:00,3.0,6.5,260.0,20.34,78.38556959412361,71.7,11.5,4.0
214,214,2017-01-09 22:00:00,3.0,6.0,240.0,18.54,81.08059704360663,62.3,14.6,6.8
215,215,2017-01-09 23:00:00,3.0,5.5,250.0,21.42,83.9916366512643,42.4,21.3,4.8
216,216,2017-01-10 00:00:00,3.0,5.0,245.0,22.32,86.90267625892197,41.6,19.9,4.8
217,217,2017-01-10 01:00:00,3.0,5.0,245.0,21.42,86.90267625892197,35.9,24.3,1.5
218,218,2017-01-10 02:00:00,3.0,5.0,250.0,21.42,86.90267625892197,33.8,24.1,6.0
219,219,2017-01-10 03:00:00,3.0,5.5,250.0,21.42,83.9916366512643,29.5,26.5,4.7
220,220,2017-01-10 04:00:00,3.0,5.5,250.0,21.42,83.9916366512643,32.1,26.8,0.7
221,221,2017-01-10 05:00:00,3.0,6.0,250.0,22.32,81.08059704360663,48.3,20.3,1.8
222,222,2017-01-10 06:00:00,3.0,6.0,245.0,19.44,81.08059704360663,55.9,13.4,6.4
223,223,2017-01-10 07:00:00,3.0,6.0,250.0,22.32,81.08059704360663,84.8,5.0,7.8
224,224,2017-01-10 08:00:00,4.0,7.0,240.0,17.46,81.21727894075245,87.4,3.0,9.4
225,225,2017-01-10 09:00:00,4.0,7.0,250.0,17.46,81.21727894075245,102.0,2.2,9.0
226,226,2017-01-10 10:00:00,4.0,8.0,265.0,20.52,75.85970079465399,90.3,5.0,9.8
227,227,2017-01-10 11:00:00,4.5,8.5,280.0,23.22,75.94345291463594,76.8,11.6,9.7
228,228,2017-01-10 12:00:00,5.0,9.0,285.0,21.42,76.02720503461788,80.1,13.5,9.9
229,229,2017-01-10 13:00:00,5.0,9.0,285.0,20.52,76.02720503461788,67.5,13.2,13.5
230,230,2017-01-10 14:00:00,5.0,9.0,285.0,22.32,76.02720503461788,74.0,12.6,5.0
231,231,2017-01-10 15:00:00,5.0,9.0,275.0,15.66,76.02720503461788,86.3,10.8,12.3
232,232,2017-01-10 16:00:00,4.0,9.0,250.0,15.66,70.89392071717191,100.0,4.2,11.8
233,233,2017-01-10 17:00:00,4.0,8.5,240.0,16.56,73.37681075591293,106.7,1.7,14.9
234,234,2017-01-10 18:00:00,4.5,9.0,240.0,15.66,73.46056287589491,93.1,1.5,11.5
235,235,2017-01-10 19:00:00,5.0,8.5,240.0,13.86,78.68987608093867,74.8,2.5,16.1
236,236,2017-01-10 20:00:00,5.5,8.0,245.0,16.56,84.27335056860468,74.6,3.3,16.1
237,237,2017-01-10 21:00:00,6.0,8.0,235.0,11.16,87.19415400994987,60.2,6.1,12.5
238,238,2017-01-10 22:00:00,7.0,8.5,245.0,15.66,90.3463052602894,58.4,7.1,10.5
239,239,2017-01-10 23:00:00,7.0,9.0,245.0,17.46,87.28920944136608,46.2,12.6,8.0
240,240,2017-01-11 00:00:00,7.0,9.0,245.0,16.56,87.28920944136608,37.1,17.9,10.3
241,241,2017-01-11 01:00:00,7.0,9.0,245.0,15.66,87.28920944136608,25.0,26.2,7.8
242,242,2017-01-11 02:00:00,7.0,9.0,240.0,18.36,87.28920944136608,22.3,27.3,4.0
243,243,2017-01-11 03:00:00,7.0,8.5,245.0,19.44,90.3463052602894,19.2,29.7,9.5
244,244,2017-01-11 04:00:00,6.5,9.0,250.0,21.42,84.38781472961239,21.3,28.9,9.6
245,245,2017-01-11 05:00:00,7.5,9.0,250.0,28.800000000000004,90.37160204240723,29.9,25.9,5.6
246,246,2017-01-11 06:00:00,8.0,10.0,250.0,24.12,87.38323744820416,58.1,9.8,9.3
247,247,2017-01-11 07:00:00,8.5,10.5,255.0,28.62,87.62703374262361,72.5,5.3,8.0
248,248,2017-01-11 08:00:00,8.0,11.0,250.0,23.22,81.750052187031,89.4,4.5,10.1
249,249,2017-01-11 09:00:00,7.0,11.0,270.0,25.020000000000003,76.51565929710263,85.0,10.3,7.1
250,250,2017-01-11 10:00:00,6.0,11.5,285.0,25.020000000000003,69.30414411525042,76.9,19.0,12.1
251,251,2017-01-11 11:00:00,3.5,11.0,290.0,37.98,59.90531068586793,47.1,36.6,10.4
252,252,2017-01-11 12:00:00,2.0,11.0,295.0,34.38,53.831404997309406,54.1,37.0,11.8
253,253,2017-01-11 13:00:00,1.5,10.5,295.0,32.4,53.69728897232321,52.0,44.4,9.9
254,254,2017-01-11 14:00:00,1.0,10.0,295.0,32.4,53.563172947337,47.5,44.5,8.9
255,255,2017-01-11 15:00:00,1.0,10.0,285.0,33.480000000000004,53.563172947337,58.8,41.2,10.4
256,256,2017-01-11 16:00:00,0.0,9.0,290.0,29.700000000000006,53.293043109703405,70.5,36.0,6.7
257,257,2017-01-11 17:00:00,-0.5,9.0,280.0,32.40000000000001,51.421645336439724,73.6,34.9,7.7
258,258,2017-01-11 18:00:00,-1.0,8.0,270.0,29.700000000000006,53.021005417931356,61.5,32.3,9.8
259,259,2017-01-11 19:00:00,0.0,7.5,260.0,25.020000000000003,59.03969034225931,66.0,20.9,6.7
