Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH4,NO2,27/05/2017 08:00,47.80000,ug m-3,R
TH4,NO2,27/05/2017 09:00,42.70000,ug m-3,R
TH4,NO2,27/05/2017 10:00,51.30000,ug m-3,R
TH4,NO2,27/05/2017 11:00,43.60000,ug m-3,R
TH4,NO2,27/05/2017 12:00,56.80000,ug m-3,R
TH4,NO2,27/05/2017 13:00,51.40000,ug m-3,R
TH4,NO2,27/05/2017 14:00,55.60000,ug m-3,R
TH4,NO2,27/05/2017 15:00,55.30000,ug m-3,R
TH4,NO2,27/05/2017 16:00,56.90000,ug m-3,R
TH4,NO2,27/05/2017 17:00,41.40000,ug m-3,R
TH4,NO2,27/05/2017 18:00,45.40000,ug m-3,R
TH4,NO2,27/05/2017 19:00,44.90000,ug m-3,R
TH4,NO2,27/05/2017 20:00,39.70000,ug m-3,R
TH4,NO2,27/05/2017 21:00,47.50000,ug m-3,R
TH4,NO2,27/05/2017 22:00,44.30000,ug m-3,R
TH4,NO2,27/05/2017 23:00,50.60000,ug m-3,R
TH4,NO2,28/05/2017 00:00,47.00000,ug m-3,R
TH4,NO2,28/05/2017 01:00,37.00000,ug m-3,R
TH4,NO2,28/05/2017 02:00,32.30000,ug m-3,R
TH4,NO2,28/05/2017 03:00,27.70000,ug m-3,R
TH4,NO2,28/05/2017 04:00,24.00000,ug m-3,R
TH4,NO2,28/05/2017 05:00,29.50000,ug m-3,R
TH4,NO2,28/05/2017 06:00,31.80000,ug m-3,R
TH4,NO2,28/05/2017 07:00,33.90000,ug m-3,R
TH4,NO2,28/05/2017 08:00,31.50000,ug m-3,R
TH4,NO2,28/05/2017 09:00,34.30000,ug m-3,R
TH4,NO2,28/05/2017 10:00,36.70000,ug m-3,R
TH4,NO2,28/05/2017 11:00,57.90000,ug m-3,R
TH4,NO2,28/05/2017 12:00,58.40000,ug m-3,R
TH4,NO2,28/05/2017 13:00,59.40000,ug m-3,R
TH4,NO2,28/05/2017 14:00,39.80000,ug m-3,R
TH4,NO2,28/05/2017 15:00,77.90000,ug m-3,R
TH4,NO2,28/05/2017 16:00,59.90000,ug m-3,R
TH4,NO2,28/05/2017 17:00,75.20000,ug m-3,R
TH4,NO2,28/05/2017 18:00,55.40000,ug m-3,R
TH4,NO2,28/05/2017 19:00,40.40000,ug m-3,R
TH4,NO2,28/05/2017 20:00,53.00000,ug m-3,R
TH4,NO2,28/05/2017 21:00,55.50000,ug m-3,R
TH4,NO2,28/05/2017 22:00,50.10000,ug m-3,R
TH4,NO2,28/05/2017 23:00,35.30000,ug m-3,R
TH4,NO2,29/05/2017 00:00,27.70000,ug m-3,R
TH4,NO2,29/05/2017 01:00,29.40000,ug m-3,R
TH4,NO2,29/05/2017 02:00,28.80000,ug m-3,R
TH4,NO2,29/05/2017 03:00,25.20000,ug m-3,R
TH4,NO2,29/05/2017 04:00,30.70000,ug m-3,R
TH4,NO2,29/05/2017 05:00,18.40000,ug m-3,R
TH4,NO2,29/05/2017 06:00,19.00000,ug m-3,R
TH4,NO2,29/05/2017 07:00,20.20000,ug m-3,R
TH4,NO2,29/05/2017 08:00,22.20000,ug m-3,R
TH4,NO2,29/05/2017 09:00,31.00000,ug m-3,R
TH4,NO2,29/05/2017 10:00,27.40000,ug m-3,R
TH4,NO2,29/05/2017 11:00,39.90000,ug m-3,R
TH4,NO2,29/05/2017 12:00,40.50000,ug m-3,R
TH4,NO2,29/05/2017 13:00,44.90000,ug m-3,R
TH4,NO2,29/05/2017 14:00,63.60000,ug m-3,R
TH4,NO2,29/05/2017 15:00,61.00000,ug m-3,R
TH4,NO2,29/05/2017 16:00,47.40000,ug m-3,R
TH4,NO2,29/05/2017 17:00,49.40000,ug m-3,R
TH4,NO2,29/05/2017 18:00,47.30000,ug m-3,R
TH4,NO2,29/05/2017 19:00,37.60000,ug m-3,R
TH4,NO2,29/05/2017 20:00,39.40000,ug m-3,R
TH4,NO2,29/05/2017 21:00,27.30000,ug m-3,R
TH4,NO2,29/05/2017 22:00,31.10000,ug m-3,R
TH4,NO2,29/05/2017 23:00,25.90000,ug m-3,R
TH4,NO2,30/05/2017 00:00,16.60000,ug m-3,R
TH4,NO2,30/05/2017 01:00,15.60000,ug m-3,R
TH4,NO2,30/05/2017 02:00,14.70000,ug m-3,R
TH4,NO2,30/05/2017 03:00,26.60000,ug m-3,R
TH4,NO2,30/05/2017 04:00,46.10000,ug m-3,R
TH4,NO2,30/05/2017 05:00,48.60000,ug m-3,R
TH4,NO2,30/05/2017 06:00,69.40000,ug m-3,R
TH4,NO2,30/05/2017 07:00,50.60000,ug m-3,R
TH4,NO2,30/05/2017 08:00,56.00000,ug m-3,R
TH4,NO2,30/05/2017 09:00,42.70000,ug m-3,R
TH4,NO2,30/05/2017 10:00,45.80000,ug m-3,R
TH4,NO2,30/05/2017 11:00,44.70000,ug m-3,R
TH4,NO2,30/05/2017 12:00,37.80000,ug m-3,R
TH4,NO2,30/05/2017 13:00,49.70000,ug m-3,R
TH4,NO2,30/05/2017 14:00,55.20000,ug m-3,R
TH4,NO2,30/05/2017 15:00,50.60000,ug m-3,R
TH4,NO2,30/05/2017 16:00,54.70000,ug m-3,R
TH4,NO2,30/05/2017 17:00,42.40000,ug m-3,R
TH4,NO2,30/05/2017 18:00,41.90000,ug m-3,R
TH4,NO2,30/05/2017 19:00,47.40000,ug m-3,R
TH4,NO2,30/05/2017 20:00,38.60000,ug m-3,R
TH4,NO2,30/05/2017 21:00,43.60000,ug m-3,R
TH4,NO2,30/05/2017 22:00,32.80000,ug m-3,R
TH4,NO2,30/05/2017 23:00,32.40000,ug m-3,R
TH4,NO2,31/05/2017 00:00,30.10000,ug m-3,R
TH4,NO2,31/05/2017 01:00,25.00000,ug m-3,R
TH4,NO2,31/05/2017 02:00,30.20000,ug m-3,R
TH4,NO2,31/05/2017 03:00,40.40000,ug m-3,R
TH4,NO2,31/05/2017 04:00,50.30000,ug m-3,R
TH4,NO2,31/05/2017 05:00,66.30000,ug m-3,R
TH4,NO2,31/05/2017 06:00,72.20000,ug m-3,R
TH4,NO2,31/05/2017 07:00,52.00000,ug m-3,R
TH4,NO2,31/05/2017 08:00,43.00000,ug m-3,R
TH4,NO2,31/05/2017 09:00,33.40000,ug m-3,R
TH4,NO2,31/05/2017 10:00,51.80000,ug m-3,R
TH4,NO2,31/05/2017 11:00,46.60000,ug m-3,R
TH4,NO2,31/05/2017 12:00,58.20000,ug m-3,R
TH4,NO2,31/05/2017 13:00,56.10000,ug m-3,R
TH4,NO2,31/05/2017 14:00,66.80000,ug m-3,R
TH4,NO2,31/05/2017 15:00,82.30000,ug m-3,R
TH4,NO2,31/05/2017 16:00,72.20000,ug m-3,R
TH4,NO2,31/05/2017 17:00,57.50000,ug m-3,R
TH4,NO2,31/05/2017 18:00,53.60000,ug m-3,R
TH4,NO2,31/05/2017 19:00,58.30000,ug m-3,R
TH4,NO2,31/05/2017 20:00,55.70000,ug m-3,R
TH4,NO2,31/05/2017 21:00,60.40000,ug m-3,R
TH4,NO2,31/05/2017 22:00,62.80000,ug m-3,R
TH4,NO2,31/05/2017 23:00,58.80000,ug m-3,R
TH4,NO2,01/06/2017 00:00,61.10000,ug m-3,R
TH4,NO2,01/06/2017 01:00,53.80000,ug m-3,R
TH4,NO2,01/06/2017 02:00,42.70000,ug m-3,R
TH4,NO2,01/06/2017 03:00,41.00000,ug m-3,R
TH4,NO2,01/06/2017 04:00,47.30000,ug m-3,R
TH4,NO2,01/06/2017 05:00,68.00000,ug m-3,R
TH4,NO2,01/06/2017 06:00,56.60000,ug m-3,R
TH4,NO2,01/06/2017 07:00,55.20000,ug m-3,R
TH4,NO2,01/06/2017 08:00,42.00000,ug m-3,R
TH4,NO2,01/06/2017 09:00,44.80000,ug m-3,R
TH4,NO2,01/06/2017 10:00,46.80000,ug m-3,R
TH4,NO2,01/06/2017 11:00,50.00000,ug m-3,R
TH4,NO2,01/06/2017 12:00,47.10000,ug m-3,R
TH4,NO2,01/06/2017 13:00,55.60000,ug m-3,R
TH4,NO2,01/06/2017 14:00,74.00000,ug m-3,R
TH4,NO2,01/06/2017 15:00,89.60000,ug m-3,R
TH4,NO2,01/06/2017 16:00,82.70000,ug m-3,R
TH4,NO2,01/06/2017 17:00,82.10000,ug m-3,R
TH4,NO2,01/06/2017 18:00,78.30000,ug m-3,R
TH4,NO2,01/06/2017 19:00,53.20000,ug m-3,R
TH4,NO2,01/06/2017 20:00,66.80000,ug m-3,R
TH4,NO2,01/06/2017 21:00,77.90000,ug m-3,R
TH4,NO2,01/06/2017 22:00,90.80000,ug m-3,R
TH4,NO2,01/06/2017 23:00,93.30000,ug m-3,R
TH4,NO2,02/06/2017 00:00,82.50000,ug m-3,R
TH4,NO2,02/06/2017 01:00,72.20000,ug m-3,R
TH4,NO2,02/06/2017 02:00,70.60000,ug m-3,R
TH4,NO2,02/06/2017 03:00,70.40000,ug m-3,R
TH4,NO2,02/06/2017 04:00,76.80000,ug m-3,R
TH4,NO2,02/06/2017 05:00,76.30000,ug m-3,R
TH4,NO2,02/06/2017 06:00,80.80000,ug m-3,R
TH4,NO2,02/06/2017 07:00,82.60000,ug m-3,R
TH4,NO2,02/06/2017 08:00,83.80000,ug m-3,R
TH4,NO2,02/06/2017 09:00,85.90000,ug m-3,R
TH4,NO2,02/06/2017 10:00,50.90000,ug m-3,R
TH4,NO2,02/06/2017 11:00,44.60000,ug m-3,R
TH4,NO2,02/06/2017 12:00,85.90000,ug m-3,R
TH4,NO2,02/06/2017 13:00,99.00000,ug m-3,R
TH4,NO2,02/06/2017 14:00,69.20000,ug m-3,R
TH4,NO2,02/06/2017 15:00,95.00000,ug m-3,R
TH4,NO2,02/06/2017 16:00,86.90000,ug m-3,R
TH4,NO2,02/06/2017 17:00,101.60000,ug m-3,R
TH4,NO2,02/06/2017 18:00,83.70000,ug m-3,R
TH4,NO2,02/06/2017 19:00,74.30000,ug m-3,R
TH4,NO2,02/06/2017 20:00,66.40000,ug m-3,R
TH4,NO2,02/06/2017 21:00,90.10000,ug m-3,R
TH4,NO2,02/06/2017 22:00,84.10000,ug m-3,R
TH4,NO2,02/06/2017 23:00,79.80000,ug m-3,R
TH4,NO2,03/06/2017 00:00,80.70000,ug m-3,R
TH4,NO2,03/06/2017 01:00,77.40000,ug m-3,R
TH4,NO2,03/06/2017 02:00,50.30000,ug m-3,R
TH4,NO2,03/06/2017 03:00,36.00000,ug m-3,R
TH4,NO2,03/06/2017 04:00,31.50000,ug m-3,R
TH4,NO2,03/06/2017 05:00,40.30000,ug m-3,R
TH4,NO2,03/06/2017 06:00,45.90000,ug m-3,R
TH4,NO2,03/06/2017 07:00,41.70000,ug m-3,R
TH4,NO2,03/06/2017 08:00,41.40000,ug m-3,R
TH4,NO2,03/06/2017 09:00,52.40000,ug m-3,R
TH4,NO2,03/06/2017 10:00,58.50000,ug m-3,R
TH4,NO2,03/06/2017 11:00,61.20000,ug m-3,R
TH4,NO2,03/06/2017 12:00,54.50000,ug m-3,R
TH4,NO2,03/06/2017 13:00,53.00000,ug m-3,R
TH4,NO2,03/06/2017 14:00,40.00000,ug m-3,R
TH4,NO2,03/06/2017 15:00,57.90000,ug m-3,R
TH4,NO2,03/06/2017 16:00,67.20000,ug m-3,R
TH4,NO2,03/06/2017 17:00,74.40000,ug m-3,R
TH4,NO2,03/06/2017 18:00,48.60000,ug m-3,R
TH4,NO2,03/06/2017 19:00,54.20000,ug m-3,R
TH4,NO2,03/06/2017 20:00,37.10000,ug m-3,R
TH4,NO2,03/06/2017 21:00,45.30000,ug m-3,R
TH4,NO2,03/06/2017 22:00,59.20000,ug m-3,R
TH4,NO2,03/06/2017 23:00,42.20000,ug m-3,R
TH4,NO2,04/06/2017 00:00,29.20000,ug m-3,R
TH4,NO2,04/06/2017 01:00,27.80000,ug m-3,R
TH4,NO2,04/06/2017 02:00,28.70000,ug m-3,R
TH4,NO2,04/06/2017 03:00,28.00000,ug m-3,R
TH4,NO2,04/06/2017 04:00,24.60000,ug m-3,R
TH4,NO2,04/06/2017 05:00,26.40000,ug m-3,R
TH4,NO2,04/06/2017 06:00,27.30000,ug m-3,R
TH4,NO2,04/06/2017 07:00,24.30000,ug m-3,R
TH4,NO2,04/06/2017 08:00,24.50000,ug m-3,R
TH4,NO2,04/06/2017 09:00,21.90000,ug m-3,R
TH4,NO2,04/06/2017 10:00,22.70000,ug m-3,R
TH4,NO2,04/06/2017 11:00,25.60000,ug m-3,R
TH4,NO2,04/06/2017 12:00,26.30000,ug m-3,R
TH4,NO2,04/06/2017 13:00,34.30000,ug m-3,R
TH4,NO2,04/06/2017 14:00,41.10000,ug m-3,R
TH4,NO2,04/06/2017 15:00,46.20000,ug m-3,R
TH4,NO2,04/06/2017 16:00,43.30000,ug m-3,R
TH4,NO2,04/06/2017 17:00,37.70000,ug m-3,R
TH4,NO2,04/06/2017 18:00,39.90000,ug m-3,R
TH4,NO2,04/06/2017 19:00,45.60000,ug m-3,R
TH4,NO2,04/06/2017 20:00,51.90000,ug m-3,R
TH4,NO2,04/06/2017 21:00,57.40000,ug m-3,R
TH4,NO2,04/06/2017 22:00,52.60000,ug m-3,R
TH4,NO2,04/06/2017 23:00,45.40000,ug m-3,R
TH4,NO2,05/06/2017 00:00,40.20000,ug m-3,R
TH4,NO2,05/06/2017 01:00,24.40000,ug m-3,R
TH4,NO2,05/06/2017 02:00,23.20000,ug m-3,R
TH4,NO2,05/06/2017 03:00,18.00000,ug m-3,R
TH4,NO2,05/06/2017 04:00,26.60000,ug m-3,R
TH4,NO2,05/06/2017 05:00,59.10000,ug m-3,R
TH4,NO2,05/06/2017 06:00,71.20000,ug m-3,R
TH4,NO2,05/06/2017 07:00,54.80000,ug m-3,R
TH4,NO2,05/06/2017 08:00,51.20000,ug m-3,R
TH4,NO2,05/06/2017 09:00,52.30000,ug m-3,R
TH4,NO2,05/06/2017 10:00,46.20000,ug m-3,R
TH4,NO2,05/06/2017 11:00,46.90000,ug m-3,R
TH4,NO2,05/06/2017 12:00,57.40000,ug m-3,R
TH4,NO2,05/06/2017 13:00,58.90000,ug m-3,R
TH4,NO2,05/06/2017 14:00,57.80000,ug m-3,R
TH4,NO2,05/06/2017 15:00,67.20000,ug m-3,R
TH4,NO2,05/06/2017 16:00,68.70000,ug m-3,R
TH4,NO2,05/06/2017 17:00,59.50000,ug m-3,R
TH4,NO2,05/06/2017 18:00,47.40000,ug m-3,R
TH4,NO2,05/06/2017 19:00,40.60000,ug m-3,R
TH4,NO2,05/06/2017 20:00,29.00000,ug m-3,R
TH4,NO2,05/06/2017 21:00,26.60000,ug m-3,R
TH4,NO2,05/06/2017 22:00,21.70000,ug m-3,R
TH4,NO2,05/06/2017 23:00,22.90000,ug m-3,R
TH4,NO2,06/06/2017 00:00,20.00000,ug m-3,R
TH4,NO2,06/06/2017 01:00,,ug m-3,R
TH4,NO2,06/06/2017 02:00,16.50000,ug m-3,R
TH4,NO2,06/06/2017 03:00,24.10000,ug m-3,R
TH4,NO2,06/06/2017 04:00,33.60000,ug m-3,R
TH4,NO2,06/06/2017 05:00,41.80000,ug m-3,R
TH4,NO2,06/06/2017 06:00,52.40000,ug m-3,R
TH4,NO2,06/06/2017 07:00,48.90000,ug m-3,R
TH4,NO2,06/06/2017 08:00,53.70000,ug m-3,R
TH4,NO2,06/06/2017 09:00,48.50000,ug m-3,R
TH4,NO2,06/06/2017 10:00,50.40000,ug m-3,R
TH4,NO2,06/06/2017 11:00,42.00000,ug m-3,R
TH4,NO2,06/06/2017 12:00,42.00000,ug m-3,R
TH4,NO2,06/06/2017 13:00,35.60000,ug m-3,R
TH4,NO2,06/06/2017 14:00,44.80000,ug m-3,R
TH4,NO2,06/06/2017 15:00,49.00000,ug m-3,R
TH4,NO2,06/06/2017 16:00,40.10000,ug m-3,R
TH4,NO2,06/06/2017 17:00,51.60000,ug m-3,R
TH4,NO2,06/06/2017 18:00,34.20000,ug m-3,R
TH4,NO2,06/06/2017 19:00,35.80000,ug m-3,R
TH4,NO2,06/06/2017 20:00,25.10000,ug m-3,R
TH4,NO2,06/06/2017 21:00,21.20000,ug m-3,R
TH4,NO2,06/06/2017 22:00,17.70000,ug m-3,R
TH4,NO2,06/06/2017 23:00,15.50000,ug m-3,R
TH4,NO2,07/06/2017 00:00,13.20000,ug m-3,R
TH4,NO2,07/06/2017 01:00,11.50000,ug m-3,R
TH4,NO2,07/06/2017 02:00,11.90000,ug m-3,R
TH4,NO2,07/06/2017 03:00,16.40000,ug m-3,R
TH4,NO2,07/06/2017 04:00,20.80000,ug m-3,R
TH4,NO2,07/06/2017 05:00,36.90000,ug m-3,R
TH4,NO2,07/06/2017 06:00,56.70000,ug m-3,R
TH4,NO2,07/06/2017 07:00,55.40000,ug m-3,R
TH4,NO2,07/06/2017 08:00,48.20000,ug m-3,R
TH4,NO2,07/06/2017 09:00,45.20000,ug m-3,R
TH4,NO2,07/06/2017 10:00,39.90000,ug m-3,R
TH4,NO2,07/06/2017 11:00,40.80000,ug m-3,R
TH4,NO2,07/06/2017 12:00,46.40000,ug m-3,R
TH4,NO2,07/06/2017 13:00,44.40000,ug m-3,R
TH4,NO2,07/06/2017 14:00,55.20000,ug m-3,R
TH4,NO2,07/06/2017 15:00,60.30000,ug m-3,R
TH4,NO2,07/06/2017 16:00,37.90000,ug m-3,R
TH4,NO2,07/06/2017 17:00,45.70000,ug m-3,R
TH4,NO2,07/06/2017 18:00,29.70000,ug m-3,R
TH4,NO2,07/06/2017 19:00,26.10000,ug m-3,R
TH4,NO2,07/06/2017 20:00,24.50000,ug m-3,R
TH4,NO2,07/06/2017 21:00,33.80000,ug m-3,R
TH4,NO2,07/06/2017 22:00,34.50000,ug m-3,R
TH4,NO2,07/06/2017 23:00,27.10000,ug m-3,R
TH4,NO2,08/06/2017 00:00,18.10000,ug m-3,R
TH4,NO2,08/06/2017 01:00,15.30000,ug m-3,R
TH4,NO2,08/06/2017 02:00,18.60000,ug m-3,R
TH4,NO2,08/06/2017 03:00,27.50000,ug m-3,R
TH4,NO2,08/06/2017 04:00,36.80000,ug m-3,R
TH4,NO2,08/06/2017 05:00,59.10000,ug m-3,R
TH4,NO2,08/06/2017 06:00,73.20000,ug m-3,R
TH4,NO2,08/06/2017 07:00,54.30000,ug m-3,R
TH4,NO2,08/06/2017 08:00,57.70000,ug m-3,R
TH4,NO2,08/06/2017 09:00,46.50000,ug m-3,R
TH4,NO2,08/06/2017 10:00,55.40000,ug m-3,R
TH4,NO2,08/06/2017 11:00,43.80000,ug m-3,R
TH4,NO2,08/06/2017 12:00,46.70000,ug m-3,R
TH4,NO2,08/06/2017 13:00,58.70000,ug m-3,R
TH4,NO2,08/06/2017 14:00,66.20000,ug m-3,R
TH4,NO2,08/06/2017 15:00,66.50000,ug m-3,R
TH4,NO2,08/06/2017 16:00,67.00000,ug m-3,R
TH4,NO2,08/06/2017 17:00,51.10000,ug m-3,R
TH4,NO2,08/06/2017 18:00,44.60000,ug m-3,R
TH4,NO2,08/06/2017 19:00,46.00000,ug m-3,R
TH4,NO2,08/06/2017 20:00,42.30000,ug m-3,R
TH4,NO2,08/06/2017 21:00,42.50000,ug m-3,R
TH4,NO2,08/06/2017 22:00,43.20000,ug m-3,R
TH4,NO2,08/06/2017 23:00,45.00000,ug m-3,R
TH4,NO2,09/06/2017 00:00,36.90000,ug m-3,R
TH4,NO2,09/06/2017 01:00,17.30000,ug m-3,R
TH4,NO2,09/06/2017 02:00,15.30000,ug m-3,R
TH4,NO2,09/06/2017 03:00,19.80000,ug m-3,R
TH4,NO2,09/06/2017 04:00,29.50000,ug m-3,R
TH4,NO2,09/06/2017 05:00,41.00000,ug m-3,R
TH4,NO2,09/06/2017 06:00,41.50000,ug m-3,R
TH4,NO2,09/06/2017 07:00,45.40000,ug m-3,R
TH4,NO2,09/06/2017 08:00,45.20000,ug m-3,R
TH4,NO2,09/06/2017 09:00,,ug m-3,R
TH4,NO2,09/06/2017 10:00,44.80000,ug m-3,R
TH4,NO2,09/06/2017 11:00,44.80000,ug m-3,R
TH4,NO2,09/06/2017 12:00,39.40000,ug m-3,R
TH4,NO2,09/06/2017 13:00,45.10000,ug m-3,R
TH4,NO2,09/06/2017 14:00,56.10000,ug m-3,R
TH4,NO2,09/06/2017 15:00,63.60000,ug m-3,R
TH4,NO2,09/06/2017 16:00,63.80000,ug m-3,R
TH4,NO2,09/06/2017 17:00,63.30000,ug m-3,R
TH4,NO2,09/06/2017 18:00,51.10000,ug m-3,R
TH4,NO2,09/06/2017 19:00,45.90000,ug m-3,R
TH4,NO2,09/06/2017 20:00,42.30000,ug m-3,R
TH4,NO2,09/06/2017 21:00,32.30000,ug m-3,R
TH4,NO2,09/06/2017 22:00,36.90000,ug m-3,R
TH4,NO2,09/06/2017 23:00,36.30000,ug m-3,R
TH4,NO2,10/06/2017 00:00,29.50000,ug m-3,R
TH4,NO2,10/06/2017 01:00,23.00000,ug m-3,R
TH4,NO2,10/06/2017 02:00,26.00000,ug m-3,R
TH4,NO2,10/06/2017 03:00,39.00000,ug m-3,R
TH4,NO2,10/06/2017 04:00,39.90000,ug m-3,R
TH4,NO2,10/06/2017 05:00,43.90000,ug m-3,R
TH4,NO2,10/06/2017 06:00,46.40000,ug m-3,R
TH4,NO2,10/06/2017 07:00,39.70000,ug m-3,R
TH4,NO2,10/06/2017 08:00,36.70000,ug m-3,R
TH4,NO2,10/06/2017 09:00,35.10000,ug m-3,R
TH4,NO2,10/06/2017 10:00,36.00000,ug m-3,R
TH4,NO2,10/06/2017 11:00,34.40000,ug m-3,R
TH4,NO2,10/06/2017 12:00,40.10000,ug m-3,R
TH4,NO2,10/06/2017 13:00,50.50000,ug m-3,R
TH4,NO2,10/06/2017 14:00,41.80000,ug m-3,R
TH4,NO2,10/06/2017 15:00,43.20000,ug m-3,R
TH4,NO2,10/06/2017 16:00,45.50000,ug m-3,R
TH4,NO2,10/06/2017 17:00,50.00000,ug m-3,R
TH4,NO2,10/06/2017 18:00,44.00000,ug m-3,R
TH4,NO2,10/06/2017 19:00,43.60000,ug m-3,R
TH4,NO2,10/06/2017 20:00,56.00000,ug m-3,R
TH4,NO2,10/06/2017 21:00,45.60000,ug m-3,R
TH4,NO2,10/06/2017 22:00,41.90000,ug m-3,R
TH4,NO2,10/06/2017 23:00,43.00000,ug m-3,R
TH4,NO2,11/06/2017 00:00,29.60000,ug m-3,R
TH4,NO2,11/06/2017 01:00,25.00000,ug m-3,R
TH4,NO2,11/06/2017 02:00,29.00000,ug m-3,R
TH4,NO2,11/06/2017 03:00,25.90000,ug m-3,R
TH4,NO2,11/06/2017 04:00,29.50000,ug m-3,R
TH4,NO2,11/06/2017 05:00,28.80000,ug m-3,R
TH4,NO2,11/06/2017 06:00,28.20000,ug m-3,R
TH4,NO2,11/06/2017 07:00,25.60000,ug m-3,R
TH4,NO2,11/06/2017 08:00,18.10000,ug m-3,R
TH4,NO2,11/06/2017 09:00,19.20000,ug m-3,R
TH4,NO2,11/06/2017 10:00,25.20000,ug m-3,R
TH4,NO2,11/06/2017 11:00,19.80000,ug m-3,R
TH4,NO2,11/06/2017 12:00,20.20000,ug m-3,R
TH4,NO2,11/06/2017 13:00,25.60000,ug m-3,R
TH4,NO2,11/06/2017 14:00,33.40000,ug m-3,R
TH4,NO2,11/06/2017 15:00,27.40000,ug m-3,R
TH4,NO2,11/06/2017 16:00,33.50000,ug m-3,R
TH4,NO2,11/06/2017 17:00,35.60000,ug m-3,R
TH4,NO2,11/06/2017 18:00,28.20000,ug m-3,R
TH4,NO2,11/06/2017 19:00,22.30000,ug m-3,R
TH4,NO2,11/06/2017 20:00,31.30000,ug m-3,R
TH4,NO2,11/06/2017 21:00,34.70000,ug m-3,R
TH4,NO2,11/06/2017 22:00,27.40000,ug m-3,R
TH4,NO2,11/06/2017 23:00,21.10000,ug m-3,R
TH4,NO2,12/06/2017 00:00,15.50000,ug m-3,R
TH4,NO2,12/06/2017 01:00,10.60000,ug m-3,R
TH4,NO2,12/06/2017 02:00,9.60000,ug m-3,R
TH4,NO2,12/06/2017 03:00,12.20000,ug m-3,R
TH4,NO2,12/06/2017 04:00,22.40000,ug m-3,R
TH4,NO2,12/06/2017 05:00,40.80000,ug m-3,R
TH4,NO2,12/06/2017 06:00,45.30000,ug m-3,R
TH4,NO2,12/06/2017 07:00,42.20000,ug m-3,R
TH4,NO2,12/06/2017 08:00,42.70000,ug m-3,R
TH4,NO2,12/06/2017 09:00,45.60000,ug m-3,R
TH4,NO2,12/06/2017 10:00,46.60000,ug m-3,R
TH4,NO2,12/06/2017 11:00,41.20000,ug m-3,R
TH4,NO2,12/06/2017 12:00,44.20000,ug m-3,R
TH4,NO2,12/06/2017 13:00,42.60000,ug m-3,R
TH4,NO2,12/06/2017 14:00,63.20000,ug m-3,R
TH4,NO2,12/06/2017 15:00,66.40000,ug m-3,R
TH4,NO2,12/06/2017 16:00,72.70000,ug m-3,R
TH4,NO2,12/06/2017 17:00,75.10000,ug m-3,R
TH4,NO2,12/06/2017 18:00,49.90000,ug m-3,R
TH4,NO2,12/06/2017 19:00,41.20000,ug m-3,R
TH4,NO2,12/06/2017 20:00,44.20000,ug m-3,R
TH4,NO2,12/06/2017 21:00,46.20000,ug m-3,R
TH4,NO2,12/06/2017 22:00,50.90000,ug m-3,R
TH4,NO2,12/06/2017 23:00,47.60000,ug m-3,R
TH4,NO2,13/06/2017 00:00,51.90000,ug m-3,R
TH4,NO2,13/06/2017 01:00,32.50000,ug m-3,R
TH4,NO2,13/06/2017 02:00,43.00000,ug m-3,R
TH4,NO2,13/06/2017 03:00,54.80000,ug m-3,R
TH4,NO2,13/06/2017 04:00,52.20000,ug m-3,R
TH4,NO2,13/06/2017 05:00,74.50000,ug m-3,R
TH4,NO2,13/06/2017 06:00,85.80000,ug m-3,R
TH4,NO2,13/06/2017 07:00,64.40000,ug m-3,R
TH4,NO2,13/06/2017 08:00,64.00000,ug m-3,R
TH4,NO2,13/06/2017 09:00,58.20000,ug m-3,R
TH4,NO2,13/06/2017 10:00,56.70000,ug m-3,R
TH4,NO2,13/06/2017 11:00,45.90000,ug m-3,R
TH4,NO2,13/06/2017 12:00,55.10000,ug m-3,R
TH4,NO2,13/06/2017 13:00,80.40000,ug m-3,R
TH4,NO2,13/06/2017 14:00,93.30000,ug m-3,R
TH4,NO2,13/06/2017 15:00,89.90000,ug m-3,R
TH4,NO2,13/06/2017 16:00,70.90000,ug m-3,R
TH4,NO2,13/06/2017 17:00,52.60000,ug m-3,R
TH4,NO2,13/06/2017 18:00,56.20000,ug m-3,R
TH4,NO2,13/06/2017 19:00,41.40000,ug m-3,R
TH4,NO2,13/06/2017 20:00,48.20000,ug m-3,R
TH4,NO2,13/06/2017 21:00,62.10000,ug m-3,R
TH4,NO2,13/06/2017 22:00,56.40000,ug m-3,R
TH4,NO2,13/06/2017 23:00,35.80000,ug m-3,R
TH4,NO2,14/06/2017 00:00,29.30000,ug m-3,R
TH4,NO2,14/06/2017 01:00,25.70000,ug m-3,R
TH4,NO2,14/06/2017 02:00,27.90000,ug m-3,R
TH4,NO2,14/06/2017 03:00,44.00000,ug m-3,R
TH4,NO2,14/06/2017 04:00,67.90000,ug m-3,R
TH4,NO2,14/06/2017 05:00,69.30000,ug m-3,R
TH4,NO2,14/06/2017 06:00,67.10000,ug m-3,R
TH4,NO2,14/06/2017 07:00,66.90000,ug m-3,R
TH4,NO2,14/06/2017 08:00,54.00000,ug m-3,R
TH4,NO2,14/06/2017 09:00,45.50000,ug m-3,R
TH4,NO2,14/06/2017 10:00,36.80000,ug m-3,R
TH4,NO2,14/06/2017 11:00,35.00000,ug m-3,R
