Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH4,NO2,01/01/2017 00:00,38.90000,ug m-3,R
TH4,NO2,01/01/2017 01:00,63.00000,ug m-3,R
TH4,NO2,01/01/2017 02:00,47.90000,ug m-3,R
TH4,NO2,01/01/2017 03:00,51.00000,ug m-3,R
TH4,NO2,01/01/2017 04:00,42.80000,ug m-3,R
TH4,NO2,01/01/2017 05:00,40.60000,ug m-3,R
TH4,NO2,01/01/2017 06:00,42.10000,ug m-3,R
TH4,NO2,01/01/2017 07:00,35.10000,ug m-3,R
TH4,NO2,01/01/2017 08:00,39.80000,ug m-3,R
TH4,NO2,01/01/2017 09:00,43.10000,ug m-3,R
TH4,NO2,01/01/2017 10:00,36.10000,ug m-3,R
TH4,NO2,01/01/2017 11:00,34.30000,ug m-3,R
TH4,NO2,01/01/2017 12:00,42.10000,ug m-3,R
TH4,NO2,01/01/2017 13:00,49.10000,ug m-3,R
TH4,NO2,01/01/2017 14:00,44.80000,ug m-3,R
TH4,NO2,01/01/2017 15:00,37.80000,ug m-3,R
TH4,NO2,01/01/2017 16:00,34.30000,ug m-3,R
TH4,NO2,01/01/2017 17:00,25.70000,ug m-3,R
TH4,NO2,01/01/2017 18:00,35.20000,ug m-3,R
TH4,NO2,01/01/2017 19:00,31.20000,ug m-3,R
TH4,NO2,01/01/2017 20:00,34.80000,ug m-3,R
TH4,NO2,01/01/2017 21:00,40.60000,ug m-3,R
TH4,NO2,01/01/2017 22:00,34.90000,ug m-3,R
TH4,NO2,01/01/2017 23:00,38.60000,ug m-3,R
TH4,NO2,02/01/2017 00:00,30.70000,ug m-3,R
TH4,NO2,02/01/2017 01:00,27.40000,ug m-3,R
TH4,NO2,02/01/2017 02:00,24.30000,ug m-3,R
TH4,NO2,02/01/2017 03:00,26.80000,ug m-3,R
TH4,NO2,02/01/2017 04:00,33.90000,ug m-3,R
TH4,NO2,02/01/2017 05:00,42.50000,ug m-3,R
TH4,NO2,02/01/2017 06:00,44.10000,ug m-3,R
TH4,NO2,02/01/2017 07:00,49.90000,ug m-3,R
TH4,NO2,02/01/2017 08:00,57.00000,ug m-3,R
TH4,NO2,02/01/2017 09:00,58.00000,ug m-3,R
TH4,NO2,02/01/2017 10:00,50.40000,ug m-3,R
TH4,NO2,02/01/2017 11:00,47.50000,ug m-3,R
TH4,NO2,02/01/2017 12:00,51.80000,ug m-3,R
TH4,NO2,02/01/2017 13:00,55.80000,ug m-3,R
TH4,NO2,02/01/2017 14:00,69.50000,ug m-3,R
TH4,NO2,02/01/2017 15:00,82.70000,ug m-3,R
TH4,NO2,02/01/2017 16:00,91.60000,ug m-3,R
TH4,NO2,02/01/2017 17:00,92.50000,ug m-3,R
TH4,NO2,02/01/2017 18:00,87.40000,ug m-3,R
TH4,NO2,02/01/2017 19:00,102.40000,ug m-3,R
TH4,NO2,02/01/2017 20:00,85.50000,ug m-3,R
TH4,NO2,02/01/2017 21:00,88.90000,ug m-3,R
TH4,NO2,02/01/2017 22:00,83.90000,ug m-3,R
TH4,NO2,02/01/2017 23:00,85.40000,ug m-3,R
TH4,NO2,03/01/2017 00:00,72.80000,ug m-3,R
TH4,NO2,03/01/2017 01:00,67.70000,ug m-3,R
TH4,NO2,03/01/2017 02:00,59.50000,ug m-3,R
TH4,NO2,03/01/2017 03:00,57.10000,ug m-3,R
TH4,NO2,03/01/2017 04:00,54.60000,ug m-3,R
TH4,NO2,03/01/2017 05:00,57.20000,ug m-3,R
TH4,NO2,03/01/2017 06:00,66.00000,ug m-3,R
TH4,NO2,03/01/2017 07:00,72.60000,ug m-3,R
TH4,NO2,03/01/2017 08:00,85.10000,ug m-3,R
TH4,NO2,03/01/2017 09:00,97.10000,ug m-3,R
TH4,NO2,03/01/2017 10:00,88.00000,ug m-3,R
TH4,NO2,03/01/2017 11:00,90.00000,ug m-3,R
TH4,NO2,03/01/2017 12:00,88.90000,ug m-3,R
TH4,NO2,03/01/2017 13:00,,ug m-3,R
TH4,NO2,03/01/2017 14:00,74.00000,ug m-3,R
TH4,NO2,03/01/2017 15:00,58.10000,ug m-3,R
TH4,NO2,03/01/2017 16:00,64.20000,ug m-3,R
TH4,NO2,03/01/2017 17:00,80.60000,ug m-3,R
TH4,NO2,03/01/2017 18:00,77.70000,ug m-3,R
TH4,NO2,03/01/2017 19:00,79.20000,ug m-3,R
TH4,NO2,03/01/2017 20:00,76.30000,ug m-3,R
TH4,NO2,03/01/2017 21:00,62.20000,ug m-3,R
TH4,NO2,03/01/2017 22:00,59.00000,ug m-3,R
TH4,NO2,03/01/2017 23:00,57.80000,ug m-3,R
TH4,NO2,04/01/2017 00:00,46.50000,ug m-3,R
TH4,NO2,04/01/2017 01:00,37.30000,ug m-3,R
TH4,NO2,04/01/2017 02:00,36.10000,ug m-3,R
TH4,NO2,04/01/2017 03:00,35.30000,ug m-3,R
TH4,NO2,04/01/2017 04:00,44.30000,ug m-3,R
TH4,NO2,04/01/2017 05:00,60.20000,ug m-3,R
TH4,NO2,04/01/2017 06:00,77.70000,ug m-3,R
TH4,NO2,04/01/2017 07:00,78.80000,ug m-3,R
TH4,NO2,04/01/2017 08:00,71.20000,ug m-3,R
TH4,NO2,04/01/2017 09:00,80.20000,ug m-3,R
TH4,NO2,04/01/2017 10:00,71.70000,ug m-3,R
TH4,NO2,04/01/2017 11:00,62.60000,ug m-3,R
TH4,NO2,04/01/2017 12:00,86.60000,ug m-3,R
TH4,NO2,04/01/2017 13:00,69.00000,ug m-3,R
TH4,NO2,04/01/2017 14:00,66.60000,ug m-3,R
TH4,NO2,04/01/2017 15:00,90.40000,ug m-3,R
TH4,NO2,04/01/2017 16:00,109.00000,ug m-3,R
TH4,NO2,04/01/2017 17:00,108.60000,ug m-3,R
TH4,NO2,04/01/2017 18:00,104.70000,ug m-3,R
TH4,NO2,04/01/2017 19:00,97.00000,ug m-3,R
TH4,NO2,04/01/2017 20:00,92.60000,ug m-3,R
TH4,NO2,04/01/2017 21:00,83.20000,ug m-3,R
TH4,NO2,04/01/2017 22:00,82.50000,ug m-3,R
TH4,NO2,04/01/2017 23:00,76.10000,ug m-3,R
TH4,NO2,05/01/2017 00:00,68.00000,ug m-3,R
TH4,NO2,05/01/2017 01:00,59.20000,ug m-3,R
TH4,NO2,05/01/2017 02:00,52.10000,ug m-3,R
TH4,NO2,05/01/2017 03:00,60.20000,ug m-3,R
TH4,NO2,05/01/2017 04:00,72.10000,ug m-3,R
TH4,NO2,05/01/2017 05:00,83.20000,ug m-3,R
TH4,NO2,05/01/2017 06:00,105.30000,ug m-3,R
TH4,NO2,05/01/2017 07:00,119.80000,ug m-3,R
TH4,NO2,05/01/2017 08:00,135.20000,ug m-3,R
TH4,NO2,05/01/2017 09:00,129.89999,ug m-3,R
TH4,NO2,05/01/2017 10:00,118.10000,ug m-3,R
TH4,NO2,05/01/2017 11:00,112.80000,ug m-3,R
TH4,NO2,05/01/2017 12:00,102.10000,ug m-3,R
TH4,NO2,05/01/2017 13:00,104.70000,ug m-3,R
TH4,NO2,05/01/2017 14:00,111.20000,ug m-3,R
TH4,NO2,05/01/2017 15:00,123.80000,ug m-3,R
TH4,NO2,05/01/2017 16:00,153.70000,ug m-3,R
TH4,NO2,05/01/2017 17:00,152.20000,ug m-3,R
TH4,NO2,05/01/2017 18:00,118.60000,ug m-3,R
TH4,NO2,05/01/2017 19:00,128.00000,ug m-3,R
TH4,NO2,05/01/2017 20:00,156.39999,ug m-3,R
TH4,NO2,05/01/2017 21:00,153.80000,ug m-3,R
TH4,NO2,05/01/2017 22:00,146.39999,ug m-3,R
TH4,NO2,05/01/2017 23:00,135.10001,ug m-3,R
TH4,NO2,06/01/2017 00:00,121.00000,ug m-3,R
TH4,NO2,06/01/2017 01:00,113.90000,ug m-3,R
TH4,NO2,06/01/2017 02:00,116.50000,ug m-3,R
TH4,NO2,06/01/2017 03:00,106.50000,ug m-3,R
TH4,NO2,06/01/2017 04:00,91.90000,ug m-3,R
TH4,NO2,06/01/2017 05:00,89.10000,ug m-3,R
TH4,NO2,06/01/2017 06:00,102.00000,ug m-3,R
TH4,NO2,06/01/2017 07:00,103.00000,ug m-3,R
TH4,NO2,06/01/2017 08:00,100.20000,ug m-3,R
TH4,NO2,06/01/2017 09:00,99.90000,ug m-3,R
TH4,NO2,06/01/2017 10:00,100.10000,ug m-3,R
TH4,NO2,06/01/2017 11:00,93.50000,ug m-3,R
TH4,NO2,06/01/2017 12:00,91.50000,ug m-3,R
TH4,NO2,06/01/2017 13:00,99.90000,ug m-3,R
TH4,NO2,06/01/2017 14:00,101.00000,ug m-3,R
TH4,NO2,06/01/2017 15:00,107.10000,ug m-3,R
TH4,NO2,06/01/2017 16:00,105.60000,ug m-3,R
TH4,NO2,06/01/2017 17:00,105.10000,ug m-3,R
TH4,NO2,06/01/2017 18:00,95.50000,ug m-3,R
TH4,NO2,06/01/2017 19:00,89.10000,ug m-3,R
TH4,NO2,06/01/2017 20:00,62.60000,ug m-3,R
TH4,NO2,06/01/2017 21:00,59.40000,ug m-3,R
TH4,NO2,06/01/2017 22:00,51.60000,ug m-3,R
TH4,NO2,06/01/2017 23:00,41.70000,ug m-3,R
TH4,NO2,07/01/2017 00:00,29.40000,ug m-3,R
TH4,NO2,07/01/2017 01:00,26.90000,ug m-3,R
TH4,NO2,07/01/2017 02:00,25.40000,ug m-3,R
TH4,NO2,07/01/2017 03:00,28.60000,ug m-3,R
TH4,NO2,07/01/2017 04:00,30.40000,ug m-3,R
TH4,NO2,07/01/2017 05:00,41.20000,ug m-3,R
TH4,NO2,07/01/2017 06:00,55.80000,ug m-3,R
TH4,NO2,07/01/2017 07:00,69.20000,ug m-3,R
TH4,NO2,07/01/2017 08:00,76.40000,ug m-3,R
TH4,NO2,07/01/2017 09:00,79.00000,ug m-3,R
TH4,NO2,07/01/2017 10:00,82.30000,ug m-3,R
TH4,NO2,07/01/2017 11:00,80.80000,ug m-3,R
TH4,NO2,07/01/2017 12:00,79.90000,ug m-3,R
TH4,NO2,07/01/2017 13:00,78.10000,ug m-3,R
TH4,NO2,07/01/2017 14:00,77.50000,ug m-3,R
TH4,NO2,07/01/2017 15:00,93.80000,ug m-3,R
TH4,NO2,07/01/2017 16:00,78.20000,ug m-3,R
TH4,NO2,07/01/2017 17:00,102.80000,ug m-3,R
TH4,NO2,07/01/2017 18:00,96.90000,ug m-3,R
TH4,NO2,07/01/2017 19:00,80.10000,ug m-3,R
TH4,NO2,07/01/2017 20:00,75.60000,ug m-3,R
TH4,NO2,07/01/2017 21:00,85.90000,ug m-3,R
TH4,NO2,07/01/2017 22:00,95.00000,ug m-3,R
TH4,NO2,07/01/2017 23:00,86.50000,ug m-3,R
TH4,NO2,08/01/2017 00:00,73.30000,ug m-3,R
TH4,NO2,08/01/2017 01:00,70.00000,ug m-3,R
TH4,NO2,08/01/2017 02:00,74.50000,ug m-3,R
TH4,NO2,08/01/2017 03:00,64.80000,ug m-3,R
TH4,NO2,08/01/2017 04:00,61.10000,ug m-3,R
TH4,NO2,08/01/2017 05:00,60.40000,ug m-3,R
TH4,NO2,08/01/2017 06:00,69.60000,ug m-3,R
TH4,NO2,08/01/2017 07:00,68.50000,ug m-3,R
TH4,NO2,08/01/2017 08:00,70.60000,ug m-3,R
TH4,NO2,08/01/2017 09:00,73.60000,ug m-3,R
TH4,NO2,08/01/2017 10:00,84.60000,ug m-3,R
TH4,NO2,08/01/2017 11:00,87.20000,ug m-3,R
TH4,NO2,08/01/2017 12:00,85.50000,ug m-3,R
TH4,NO2,08/01/2017 13:00,88.90000,ug m-3,R
TH4,NO2,08/01/2017 14:00,90.40000,ug m-3,R
TH4,NO2,08/01/2017 15:00,90.00000,ug m-3,R
TH4,NO2,08/01/2017 16:00,101.60000,ug m-3,R
TH4,NO2,08/01/2017 17:00,78.60000,ug m-3,R
TH4,NO2,08/01/2017 18:00,86.50000,ug m-3,R
TH4,NO2,08/01/2017 19:00,102.00000,ug m-3,R
TH4,NO2,08/01/2017 20:00,85.20000,ug m-3,R
TH4,NO2,08/01/2017 21:00,67.20000,ug m-3,R
TH4,NO2,08/01/2017 22:00,60.30000,ug m-3,R
TH4,NO2,08/01/2017 23:00,65.40000,ug m-3,R
TH4,NO2,09/01/2017 00:00,44.90000,ug m-3,R
TH4,NO2,09/01/2017 01:00,37.30000,ug m-3,R
TH4,NO2,09/01/2017 02:00,22.50000,ug m-3,R
TH4,NO2,09/01/2017 03:00,20.90000,ug m-3,R
TH4,NO2,09/01/2017 04:00,21.30000,ug m-3,R
TH4,NO2,09/01/2017 05:00,29.30000,ug m-3,R
TH4,NO2,09/01/2017 06:00,78.40000,ug m-3,R
TH4,NO2,09/01/2017 07:00,76.30000,ug m-3,R
TH4,NO2,09/01/2017 08:00,75.50000,ug m-3,R
TH4,NO2,09/01/2017 09:00,77.90000,ug m-3,R
TH4,NO2,09/01/2017 10:00,62.60000,ug m-3,R
TH4,NO2,09/01/2017 11:00,51.20000,ug m-3,R
TH4,NO2,09/01/2017 12:00,53.50000,ug m-3,R
TH4,NO2,09/01/2017 13:00,61.50000,ug m-3,R
TH4,NO2,09/01/2017 14:00,83.40000,ug m-3,R
TH4,NO2,09/01/2017 15:00,76.70000,ug m-3,R
TH4,NO2,09/01/2017 16:00,64.50000,ug m-3,R
TH4,NO2,09/01/2017 17:00,62.00000,ug m-3,R
TH4,NO2,09/01/2017 18:00,64.10000,ug m-3,R
TH4,NO2,09/01/2017 19:00,71.30000,ug m-3,R
TH4,NO2,09/01/2017 20:00,65.60000,ug m-3,R
TH4,NO2,09/01/2017 21:00,71.70000,ug m-3,R
TH4,NO2,09/01/2017 22:00,62.30000,ug m-3,R
TH4,NO2,09/01/2017 23:00,42.40000,ug m-3,R
TH4,NO2,10/01/2017 00:00,41.60000,ug m-3,R
TH4,NO2,10/01/2017 01:00,35.90000,ug m-3,R
TH4,NO2,10/01/2017 02:00,33.80000,ug m-3,R
TH4,NO2,10/01/2017 03:00,29.50000,ug m-3,R
TH4,NO2,10/01/2017 04:00,32.10000,ug m-3,R
TH4,NO2,10/01/2017 05:00,48.30000,ug m-3,R
TH4,NO2,10/01/2017 06:00,55.90000,ug m-3,R
TH4,NO2,10/01/2017 07:00,84.80000,ug m-3,R
TH4,NO2,10/01/2017 08:00,87.40000,ug m-3,R
TH4,NO2,10/01/2017 09:00,102.00000,ug m-3,R
TH4,NO2,10/01/2017 10:00,90.30000,ug m-3,R
TH4,NO2,10/01/2017 11:00,76.80000,ug m-3,R
TH4,NO2,10/01/2017 12:00,80.10000,ug m-3,R
TH4,NO2,10/01/2017 13:00,67.50000,ug m-3,R
TH4,NO2,10/01/2017 14:00,74.00000,ug m-3,R
TH4,NO2,10/01/2017 15:00,86.30000,ug m-3,R
TH4,NO2,10/01/2017 16:00,100.00000,ug m-3,R
TH4,NO2,10/01/2017 17:00,106.70000,ug m-3,R
TH4,NO2,10/01/2017 18:00,93.10000,ug m-3,R
TH4,NO2,10/01/2017 19:00,74.80000,ug m-3,R
TH4,NO2,10/01/2017 20:00,74.60000,ug m-3,R
TH4,NO2,10/01/2017 21:00,60.20000,ug m-3,R
TH4,NO2,10/01/2017 22:00,58.40000,ug m-3,R
TH4,NO2,10/01/2017 23:00,46.20000,ug m-3,R
TH4,NO2,11/01/2017 00:00,37.10000,ug m-3,R
TH4,NO2,11/01/2017 01:00,25.00000,ug m-3,R
TH4,NO2,11/01/2017 02:00,22.30000,ug m-3,R
TH4,NO2,11/01/2017 03:00,19.20000,ug m-3,R
TH4,NO2,11/01/2017 04:00,21.30000,ug m-3,R
TH4,NO2,11/01/2017 05:00,29.90000,ug m-3,R
TH4,NO2,11/01/2017 06:00,58.10000,ug m-3,R
TH4,NO2,11/01/2017 07:00,72.50000,ug m-3,R
TH4,NO2,11/01/2017 08:00,89.40000,ug m-3,R
TH4,NO2,11/01/2017 09:00,85.00000,ug m-3,R
TH4,NO2,11/01/2017 10:00,76.90000,ug m-3,R
TH4,NO2,11/01/2017 11:00,47.10000,ug m-3,R
TH4,NO2,11/01/2017 12:00,54.10000,ug m-3,R
TH4,NO2,11/01/2017 13:00,52.00000,ug m-3,R
TH4,NO2,11/01/2017 14:00,47.50000,ug m-3,R
TH4,NO2,11/01/2017 15:00,58.80000,ug m-3,R
TH4,NO2,11/01/2017 16:00,70.50000,ug m-3,R
TH4,NO2,11/01/2017 17:00,73.60000,ug m-3,R
TH4,NO2,11/01/2017 18:00,61.50000,ug m-3,R
TH4,NO2,11/01/2017 19:00,66.00000,ug m-3,R
TH4,NO2,11/01/2017 20:00,58.50000,ug m-3,R
TH4,NO2,11/01/2017 21:00,54.00000,ug m-3,R
TH4,NO2,11/01/2017 22:00,52.40000,ug m-3,R
TH4,NO2,11/01/2017 23:00,42.10000,ug m-3,R
TH4,NO2,12/01/2017 00:00,32.50000,ug m-3,R
TH4,NO2,12/01/2017 01:00,25.60000,ug m-3,R
TH4,NO2,12/01/2017 02:00,21.20000,ug m-3,R
TH4,NO2,12/01/2017 03:00,17.20000,ug m-3,R
TH4,NO2,12/01/2017 04:00,24.50000,ug m-3,R
TH4,NO2,12/01/2017 05:00,37.10000,ug m-3,R
TH4,NO2,12/01/2017 06:00,72.00000,ug m-3,R
TH4,NO2,12/01/2017 07:00,65.40000,ug m-3,R
TH4,NO2,12/01/2017 08:00,69.40000,ug m-3,R
TH4,NO2,12/01/2017 09:00,73.80000,ug m-3,R
TH4,NO2,12/01/2017 10:00,68.10000,ug m-3,R
TH4,NO2,12/01/2017 11:00,76.80000,ug m-3,R
TH4,NO2,12/01/2017 12:00,90.10000,ug m-3,R
TH4,NO2,12/01/2017 13:00,91.10000,ug m-3,R
TH4,NO2,12/01/2017 14:00,110.90000,ug m-3,R
TH4,NO2,12/01/2017 15:00,103.50000,ug m-3,R
TH4,NO2,12/01/2017 16:00,104.20000,ug m-3,R
TH4,NO2,12/01/2017 17:00,90.30000,ug m-3,R
TH4,NO2,12/01/2017 18:00,95.90000,ug m-3,R
TH4,NO2,12/01/2017 19:00,75.00000,ug m-3,R
TH4,NO2,12/01/2017 20:00,50.90000,ug m-3,R
TH4,NO2,12/01/2017 21:00,43.80000,ug m-3,R
TH4,NO2,12/01/2017 22:00,40.40000,ug m-3,R
TH4,NO2,12/01/2017 23:00,39.20000,ug m-3,R
TH4,NO2,13/01/2017 00:00,40.20000,ug m-3,R
TH4,NO2,13/01/2017 01:00,31.90000,ug m-3,R
TH4,NO2,13/01/2017 02:00,31.40000,ug m-3,R
TH4,NO2,13/01/2017 03:00,30.00000,ug m-3,R
TH4,NO2,13/01/2017 04:00,30.50000,ug m-3,R
TH4,NO2,13/01/2017 05:00,36.80000,ug m-3,R
TH4,NO2,13/01/2017 06:00,60.50000,ug m-3,R
TH4,NO2,13/01/2017 07:00,58.40000,ug m-3,R
TH4,NO2,13/01/2017 08:00,69.40000,ug m-3,R
TH4,NO2,13/01/2017 09:00,67.80000,ug m-3,R
TH4,NO2,13/01/2017 10:00,50.90000,ug m-3,R
TH4,NO2,13/01/2017 11:00,55.10000,ug m-3,R
TH4,NO2,13/01/2017 12:00,46.50000,ug m-3,R
TH4,NO2,13/01/2017 13:00,53.00000,ug m-3,R
TH4,NO2,13/01/2017 14:00,56.20000,ug m-3,R
TH4,NO2,13/01/2017 15:00,71.20000,ug m-3,R
TH4,NO2,13/01/2017 16:00,75.20000,ug m-3,R
TH4,NO2,13/01/2017 17:00,67.20000,ug m-3,R
TH4,NO2,13/01/2017 18:00,55.30000,ug m-3,R
TH4,NO2,13/01/2017 19:00,62.20000,ug m-3,R
TH4,NO2,13/01/2017 20:00,52.80000,ug m-3,R
TH4,NO2,13/01/2017 21:00,50.40000,ug m-3,R
TH4,NO2,13/01/2017 22:00,46.40000,ug m-3,R
TH4,NO2,13/01/2017 23:00,44.00000,ug m-3,R
TH4,NO2,14/01/2017 00:00,38.90000,ug m-3,R
TH4,NO2,14/01/2017 01:00,38.20000,ug m-3,R
TH4,NO2,14/01/2017 02:00,37.10000,ug m-3,R
TH4,NO2,14/01/2017 03:00,32.90000,ug m-3,R
TH4,NO2,14/01/2017 04:00,35.30000,ug m-3,R
TH4,NO2,14/01/2017 05:00,38.20000,ug m-3,R
TH4,NO2,14/01/2017 06:00,53.00000,ug m-3,R
TH4,NO2,14/01/2017 07:00,69.40000,ug m-3,R
TH4,NO2,14/01/2017 08:00,73.50000,ug m-3,R
TH4,NO2,14/01/2017 09:00,78.20000,ug m-3,R
TH4,NO2,14/01/2017 10:00,73.80000,ug m-3,R
TH4,NO2,14/01/2017 11:00,60.40000,ug m-3,R
TH4,NO2,14/01/2017 12:00,57.30000,ug m-3,R
TH4,NO2,14/01/2017 13:00,69.00000,ug m-3,R
TH4,NO2,14/01/2017 14:00,67.30000,ug m-3,R
TH4,NO2,14/01/2017 15:00,94.60000,ug m-3,R
TH4,NO2,14/01/2017 16:00,98.80000,ug m-3,R
TH4,NO2,14/01/2017 17:00,112.00000,ug m-3,R
TH4,NO2,14/01/2017 18:00,109.80000,ug m-3,R
TH4,NO2,14/01/2017 19:00,97.90000,ug m-3,R
TH4,NO2,14/01/2017 20:00,89.20000,ug m-3,R
TH4,NO2,14/01/2017 21:00,84.40000,ug m-3,R
TH4,NO2,14/01/2017 22:00,81.10000,ug m-3,R
TH4,NO2,14/01/2017 23:00,80.60000,ug m-3,R
TH4,NO2,15/01/2017 00:00,82.60000,ug m-3,R
TH4,NO2,15/01/2017 01:00,67.50000,ug m-3,R
TH4,NO2,15/01/2017 02:00,61.80000,ug m-3,R
TH4,NO2,15/01/2017 03:00,53.80000,ug m-3,R
TH4,NO2,15/01/2017 04:00,49.50000,ug m-3,R
TH4,NO2,15/01/2017 05:00,47.10000,ug m-3,R
TH4,NO2,15/01/2017 06:00,55.60000,ug m-3,R
TH4,NO2,15/01/2017 07:00,51.30000,ug m-3,R
TH4,NO2,15/01/2017 08:00,51.50000,ug m-3,R
TH4,NO2,15/01/2017 09:00,52.80000,ug m-3,R
TH4,NO2,15/01/2017 10:00,56.60000,ug m-3,R
TH4,NO2,15/01/2017 11:00,69.70000,ug m-3,R
TH4,NO2,15/01/2017 12:00,78.60000,ug m-3,R
TH4,NO2,15/01/2017 13:00,70.20000,ug m-3,R
TH4,NO2,15/01/2017 14:00,63.80000,ug m-3,R
TH4,NO2,15/01/2017 15:00,66.10000,ug m-3,R
TH4,NO2,15/01/2017 16:00,67.10000,ug m-3,R
TH4,NO2,15/01/2017 17:00,79.50000,ug m-3,R
TH4,NO2,15/01/2017 18:00,64.80000,ug m-3,R
TH4,NO2,15/01/2017 19:00,47.50000,ug m-3,R
TH4,NO2,15/01/2017 20:00,75.30000,ug m-3,R
TH4,NO2,15/01/2017 21:00,63.00000,ug m-3,R
TH4,NO2,15/01/2017 22:00,65.90000,ug m-3,R
TH4,NO2,15/01/2017 23:00,35.50000,ug m-3,R
TH4,NO2,16/01/2017 00:00,26.20000,ug m-3,R
TH4,NO2,16/01/2017 01:00,24.30000,ug m-3,R
TH4,NO2,16/01/2017 02:00,19.70000,ug m-3,R
TH4,NO2,16/01/2017 03:00,30.20000,ug m-3,R
TH4,NO2,16/01/2017 04:00,28.40000,ug m-3,R
TH4,NO2,16/01/2017 05:00,33.40000,ug m-3,R
TH4,NO2,16/01/2017 06:00,49.00000,ug m-3,R
TH4,NO2,16/01/2017 07:00,62.20000,ug m-3,R
TH4,NO2,16/01/2017 08:00,70.70000,ug m-3,R
TH4,NO2,16/01/2017 09:00,61.20000,ug m-3,R
TH4,NO2,16/01/2017 10:00,65.90000,ug m-3,R
TH4,NO2,16/01/2017 11:00,64.70000,ug m-3,R
TH4,NO2,16/01/2017 12:00,68.50000,ug m-3,R
TH4,NO2,16/01/2017 13:00,56.30000,ug m-3,R
TH4,NO2,16/01/2017 14:00,51.00000,ug m-3,R
TH4,NO2,16/01/2017 15:00,63.40000,ug m-3,R
TH4,NO2,16/01/2017 16:00,73.30000,ug m-3,R
TH4,NO2,16/01/2017 17:00,82.30000,ug m-3,R
TH4,NO2,16/01/2017 18:00,84.70000,ug m-3,R
TH4,NO2,16/01/2017 19:00,80.50000,ug m-3,R
TH4,NO2,16/01/2017 20:00,76.50000,ug m-3,R
TH4,NO2,16/01/2017 21:00,73.70000,ug m-3,R
TH4,NO2,16/01/2017 22:00,71.00000,ug m-3,R
TH4,NO2,16/01/2017 23:00,72.80000,ug m-3,R
TH4,NO2,17/01/2017 00:00,67.00000,ug m-3,R
TH4,NO2,17/01/2017 01:00,65.40000,ug m-3,R
TH4,NO2,17/01/2017 02:00,59.90000,ug m-3,R
TH4,NO2,17/01/2017 03:00,64.80000,ug m-3,R
TH4,NO2,17/01/2017 04:00,70.20000,ug m-3,R
TH4,NO2,17/01/2017 05:00,60.40000,ug m-3,R
TH4,NO2,17/01/2017 06:00,60.60000,ug m-3,R
TH4,NO2,17/01/2017 07:00,73.40000,ug m-3,R
TH4,NO2,17/01/2017 08:00,84.70000,ug m-3,R
TH4,NO2,17/01/2017 09:00,78.70000,ug m-3,R
TH4,NO2,17/01/2017 10:00,79.30000,ug m-3,R
TH4,NO2,17/01/2017 11:00,69.80000,ug m-3,R
TH4,NO2,17/01/2017 12:00,51.10000,ug m-3,R
TH4,NO2,17/01/2017 13:00,62.00000,ug m-3,R
TH4,NO2,17/01/2017 14:00,55.60000,ug m-3,R
TH4,NO2,17/01/2017 15:00,65.50000,ug m-3,R
TH4,NO2,17/01/2017 16:00,101.30000,ug m-3,R
TH4,NO2,17/01/2017 17:00,93.70000,ug m-3,R
TH4,NO2,17/01/2017 18:00,105.50000,ug m-3,R
TH4,NO2,17/01/2017 19:00,99.30000,ug m-3,R
TH4,NO2,17/01/2017 20:00,84.40000,ug m-3,R
TH4,NO2,17/01/2017 21:00,97.40000,ug m-3,R
TH4,NO2,17/01/2017 22:00,89.90000,ug m-3,R
TH4,NO2,17/01/2017 23:00,88.70000,ug m-3,R
TH4,NO2,18/01/2017 00:00,83.80000,ug m-3,R
TH4,NO2,18/01/2017 01:00,73.10000,ug m-3,R
TH4,NO2,18/01/2017 02:00,70.70000,ug m-3,R
TH4,NO2,18/01/2017 03:00,75.80000,ug m-3,R
TH4,NO2,18/01/2017 04:00,71.10000,ug m-3,R
TH4,NO2,18/01/2017 05:00,75.40000,ug m-3,R
TH4,NO2,18/01/2017 06:00,100.70000,ug m-3,R
TH4,NO2,18/01/2017 07:00,122.30000,ug m-3,R
TH4,NO2,18/01/2017 08:00,137.10001,ug m-3,R
TH4,NO2,18/01/2017 09:00,138.60001,ug m-3,R
TH4,NO2,18/01/2017 10:00,168.60001,ug m-3,R
TH4,NO2,18/01/2017 11:00,154.70000,ug m-3,R
TH4,NO2,18/01/2017 12:00,94.10000,ug m-3,R
TH4,NO2,18/01/2017 13:00,77.10000,ug m-3,R
TH4,NO2,18/01/2017 14:00,87.50000,ug m-3,R
TH4,NO2,18/01/2017 15:00,80.40000,ug m-3,R
TH4,NO2,18/01/2017 16:00,96.40000,ug m-3,R
TH4,NO2,18/01/2017 17:00,97.10000,ug m-3,R
TH4,NO2,18/01/2017 18:00,100.70000,ug m-3,R
TH4,NO2,18/01/2017 19:00,109.20000,ug m-3,R
TH4,NO2,18/01/2017 20:00,105.50000,ug m-3,R
TH4,NO2,18/01/2017 21:00,108.70000,ug m-3,R
TH4,NO2,18/01/2017 22:00,99.20000,ug m-3,R
TH4,NO2,18/01/2017 23:00,82.50000,ug m-3,R
TH4,NO2,19/01/2017 00:00,75.80000,ug m-3,R
TH4,NO2,19/01/2017 01:00,82.30000,ug m-3,R
TH4,NO2,19/01/2017 02:00,78.60000,ug m-3,R
TH4,NO2,19/01/2017 03:00,84.80000,ug m-3,R
