Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH4,O3,31/01/2019 12:00,8.10000,ug m-3,R
TH4,O3,31/01/2019 13:00,17.10000,ug m-3,R
TH4,O3,31/01/2019 14:00,25.40000,ug m-3,R
TH4,O3,31/01/2019 15:00,24.90000,ug m-3,R
TH4,O3,31/01/2019 16:00,21.70000,ug m-3,R
TH4,O3,31/01/2019 17:00,11.80000,ug m-3,R
TH4,O3,31/01/2019 18:00,14.00000,ug m-3,R
TH4,O3,31/01/2019 19:00,26.70000,ug m-3,R
TH4,O3,31/01/2019 20:00,35.00000,ug m-3,R
TH4,O3,31/01/2019 21:00,41.80000,ug m-3,R
TH4,O3,31/01/2019 22:00,32.40000,ug m-3,R
TH4,O3,31/01/2019 23:00,33.90000,ug m-3,R
TH4,O3,01/02/2019 00:00,35.50000,ug m-3,R
TH4,O3,01/02/2019 01:00,49.40000,ug m-3,R
TH4,O3,01/02/2019 02:00,57.20000,ug m-3,R
TH4,O3,01/02/2019 03:00,60.20000,ug m-3,R
TH4,O3,01/02/2019 04:00,54.90000,ug m-3,R
TH4,O3,01/02/2019 05:00,43.80000,ug m-3,R
TH4,O3,01/02/2019 06:00,28.10000,ug m-3,R
TH4,O3,01/02/2019 07:00,17.80000,ug m-3,R
TH4,O3,01/02/2019 08:00,15.50000,ug m-3,R
TH4,O3,01/02/2019 09:00,17.10000,ug m-3,R
TH4,O3,01/02/2019 10:00,14.10000,ug m-3,R
TH4,O3,01/02/2019 11:00,12.60000,ug m-3,R
TH4,O3,01/02/2019 12:00,15.90000,ug m-3,R
TH4,O3,01/02/2019 13:00,20.30000,ug m-3,R
TH4,O3,01/02/2019 14:00,22.20000,ug m-3,R
TH4,O3,01/02/2019 15:00,22.80000,ug m-3,R
TH4,O3,01/02/2019 16:00,22.00000,ug m-3,R
TH4,O3,01/02/2019 17:00,15.10000,ug m-3,R
TH4,O3,01/02/2019 18:00,15.10000,ug m-3,R
TH4,O3,01/02/2019 19:00,15.70000,ug m-3,R
TH4,O3,01/02/2019 20:00,12.10000,ug m-3,R
TH4,O3,01/02/2019 21:00,10.60000,ug m-3,R
TH4,O3,01/02/2019 22:00,10.40000,ug m-3,R
TH4,O3,01/02/2019 23:00,13.40000,ug m-3,R
TH4,O3,02/02/2019 00:00,20.40000,ug m-3,R
TH4,O3,02/02/2019 01:00,25.60000,ug m-3,R
TH4,O3,02/02/2019 02:00,25.50000,ug m-3,R
TH4,O3,02/02/2019 03:00,21.40000,ug m-3,R
TH4,O3,02/02/2019 04:00,27.80000,ug m-3,R
TH4,O3,02/02/2019 05:00,23.70000,ug m-3,R
TH4,O3,02/02/2019 06:00,15.80000,ug m-3,R
TH4,O3,02/02/2019 07:00,14.50000,ug m-3,R
TH4,O3,02/02/2019 08:00,14.20000,ug m-3,R
TH4,O3,02/02/2019 09:00,11.90000,ug m-3,R
TH4,O3,02/02/2019 10:00,19.10000,ug m-3,R
TH4,O3,02/02/2019 11:00,20.60000,ug m-3,R
TH4,O3,02/02/2019 12:00,19.80000,ug m-3,R
TH4,O3,02/02/2019 13:00,21.70000,ug m-3,R
TH4,O3,02/02/2019 14:00,20.40000,ug m-3,R
TH4,O3,02/02/2019 15:00,19.30000,ug m-3,R
TH4,O3,02/02/2019 16:00,16.40000,ug m-3,R
TH4,O3,02/02/2019 17:00,15.90000,ug m-3,R
TH4,O3,02/02/2019 18:00,16.00000,ug m-3,R
TH4,O3,02/02/2019 19:00,19.40000,ug m-3,R
TH4,O3,02/02/2019 20:00,15.90000,ug m-3,R
TH4,O3,02/02/2019 21:00,12.00000,ug m-3,R
TH4,O3,02/02/2019 22:00,14.00000,ug m-3,R
TH4,O3,02/02/2019 23:00,13.40000,ug m-3,R
TH4,O3,03/02/2019 00:00,13.90000,ug m-3,R
TH4,O3,03/02/2019 01:00,16.20000,ug m-3,R
TH4,O3,03/02/2019 02:00,15.30000,ug m-3,R
TH4,O3,03/02/2019 03:00,17.20000,ug m-3,R
TH4,O3,03/02/2019 04:00,14.40000,ug m-3,R
TH4,O3,03/02/2019 05:00,12.70000,ug m-3,R
TH4,O3,03/02/2019 06:00,9.30000,ug m-3,R
TH4,O3,03/02/2019 07:00,3.00000,ug m-3,R
TH4,O3,03/02/2019 08:00,5.00000,ug m-3,R
TH4,O3,03/02/2019 09:00,6.50000,ug m-3,R
TH4,O3,03/02/2019 10:00,7.70000,ug m-3,R
TH4,O3,03/02/2019 11:00,11.20000,ug m-3,R
TH4,O3,03/02/2019 12:00,15.50000,ug m-3,R
TH4,O3,03/02/2019 13:00,20.30000,ug m-3,R
TH4,O3,03/02/2019 14:00,21.60000,ug m-3,R
TH4,O3,03/02/2019 15:00,21.10000,ug m-3,R
TH4,O3,03/02/2019 16:00,16.10000,ug m-3,R
TH4,O3,03/02/2019 17:00,8.90000,ug m-3,R
TH4,O3,03/02/2019 18:00,7.50000,ug m-3,R
TH4,O3,03/02/2019 19:00,10.80000,ug m-3,R
TH4,O3,03/02/2019 20:00,11.70000,ug m-3,R
TH4,O3,03/02/2019 21:00,20.90000,ug m-3,R
TH4,O3,03/02/2019 22:00,17.10000,ug m-3,R
TH4,O3,03/02/2019 23:00,20.90000,ug m-3,R
TH4,O3,04/02/2019 00:00,28.60000,ug m-3,R
TH4,O3,04/02/2019 01:00,30.60000,ug m-3,R
TH4,O3,04/02/2019 02:00,33.10000,ug m-3,R
TH4,O3,04/02/2019 03:00,32.90000,ug m-3,R
TH4,O3,04/02/2019 04:00,34.70000,ug m-3,R
TH4,O3,04/02/2019 05:00,29.90000,ug m-3,R
TH4,O3,04/02/2019 06:00,18.90000,ug m-3,R
TH4,O3,04/02/2019 07:00,20.40000,ug m-3,R
TH4,O3,04/02/2019 08:00,15.80000,ug m-3,R
TH4,O3,04/02/2019 09:00,16.00000,ug m-3,R
TH4,O3,04/02/2019 10:00,16.50000,ug m-3,R
TH4,O3,04/02/2019 11:00,17.70000,ug m-3,R
TH4,O3,04/02/2019 12:00,16.50000,ug m-3,R
TH4,O3,04/02/2019 13:00,6.80000,ug m-3,R
TH4,O3,04/02/2019 14:00,6.70000,ug m-3,R
TH4,O3,04/02/2019 15:00,6.30000,ug m-3,R
TH4,O3,04/02/2019 16:00,5.90000,ug m-3,R
TH4,O3,04/02/2019 17:00,5.50000,ug m-3,R
TH4,O3,04/02/2019 18:00,4.40000,ug m-3,R
TH4,O3,04/02/2019 19:00,2.40000,ug m-3,R
TH4,O3,04/02/2019 20:00,1.90000,ug m-3,R
TH4,O3,04/02/2019 21:00,1.70000,ug m-3,R
TH4,O3,04/02/2019 22:00,1.60000,ug m-3,R
TH4,O3,04/02/2019 23:00,1.90000,ug m-3,R
TH4,O3,05/02/2019 00:00,1.90000,ug m-3,R
TH4,O3,05/02/2019 01:00,3.40000,ug m-3,R
TH4,O3,05/02/2019 02:00,8.60000,ug m-3,R
TH4,O3,05/02/2019 03:00,9.70000,ug m-3,R
TH4,O3,05/02/2019 04:00,10.60000,ug m-3,R
TH4,O3,05/02/2019 05:00,4.70000,ug m-3,R
TH4,O3,05/02/2019 06:00,2.30000,ug m-3,R
TH4,O3,05/02/2019 07:00,2.10000,ug m-3,R
TH4,O3,05/02/2019 08:00,3.50000,ug m-3,R
TH4,O3,05/02/2019 09:00,4.00000,ug m-3,R
TH4,O3,05/02/2019 10:00,6.10000,ug m-3,R
TH4,O3,05/02/2019 11:00,8.80000,ug m-3,R
TH4,O3,05/02/2019 12:00,12.80000,ug m-3,R
TH4,O3,05/02/2019 13:00,13.40000,ug m-3,R
TH4,O3,05/02/2019 14:00,10.90000,ug m-3,R
TH4,O3,05/02/2019 15:00,11.30000,ug m-3,R
TH4,O3,05/02/2019 16:00,9.20000,ug m-3,R
TH4,O3,05/02/2019 17:00,8.20000,ug m-3,R
TH4,O3,05/02/2019 18:00,9.30000,ug m-3,R
TH4,O3,05/02/2019 19:00,10.00000,ug m-3,R
TH4,O3,05/02/2019 20:00,10.90000,ug m-3,R
TH4,O3,05/02/2019 21:00,11.50000,ug m-3,R
TH4,O3,05/02/2019 22:00,12.20000,ug m-3,R
TH4,O3,05/02/2019 23:00,12.40000,ug m-3,R
TH4,O3,06/02/2019 00:00,14.70000,ug m-3,R
TH4,O3,06/02/2019 01:00,15.30000,ug m-3,R
TH4,O3,06/02/2019 02:00,14.90000,ug m-3,R
TH4,O3,06/02/2019 03:00,15.30000,ug m-3,R
TH4,O3,06/02/2019 04:00,10.90000,ug m-3,R
TH4,O3,06/02/2019 05:00,4.80000,ug m-3,R
TH4,O3,06/02/2019 06:00,6.60000,ug m-3,R
TH4,O3,06/02/2019 07:00,8.20000,ug m-3,R
TH4,O3,06/02/2019 08:00,5.70000,ug m-3,R
TH4,O3,06/02/2019 09:00,5.80000,ug m-3,R
TH4,O3,06/02/2019 10:00,7.10000,ug m-3,R
TH4,O3,06/02/2019 11:00,11.20000,ug m-3,R
TH4,O3,06/02/2019 12:00,11.60000,ug m-3,R
TH4,O3,06/02/2019 13:00,12.20000,ug m-3,R
TH4,O3,06/02/2019 14:00,14.60000,ug m-3,R
TH4,O3,06/02/2019 15:00,7.10000,ug m-3,R
TH4,O3,06/02/2019 16:00,7.20000,ug m-3,R
TH4,O3,06/02/2019 17:00,5.00000,ug m-3,R
TH4,O3,06/02/2019 18:00,6.00000,ug m-3,R
TH4,O3,06/02/2019 19:00,10.10000,ug m-3,R
TH4,O3,06/02/2019 20:00,14.30000,ug m-3,R
TH4,O3,06/02/2019 21:00,15.40000,ug m-3,R
TH4,O3,06/02/2019 22:00,14.60000,ug m-3,R
TH4,O3,06/02/2019 23:00,19.50000,ug m-3,R
TH4,O3,07/02/2019 00:00,30.00000,ug m-3,R
TH4,O3,07/02/2019 01:00,43.50000,ug m-3,R
TH4,O3,07/02/2019 02:00,48.70000,ug m-3,R
TH4,O3,07/02/2019 03:00,52.80000,ug m-3,R
TH4,O3,07/02/2019 04:00,54.80000,ug m-3,R
TH4,O3,07/02/2019 05:00,50.00000,ug m-3,R
TH4,O3,07/02/2019 06:00,40.80000,ug m-3,R
TH4,O3,07/02/2019 07:00,29.90000,ug m-3,R
TH4,O3,07/02/2019 08:00,27.90000,ug m-3,R
TH4,O3,07/02/2019 09:00,28.30000,ug m-3,R
TH4,O3,07/02/2019 10:00,33.00000,ug m-3,R
TH4,O3,07/02/2019 11:00,32.00000,ug m-3,R
TH4,O3,07/02/2019 12:00,28.80000,ug m-3,R
TH4,O3,07/02/2019 13:00,25.30000,ug m-3,R
TH4,O3,07/02/2019 14:00,23.80000,ug m-3,R
TH4,O3,07/02/2019 15:00,26.20000,ug m-3,R
TH4,O3,07/02/2019 16:00,23.70000,ug m-3,R
TH4,O3,07/02/2019 17:00,19.60000,ug m-3,R
TH4,O3,07/02/2019 18:00,22.50000,ug m-3,R
TH4,O3,07/02/2019 19:00,20.30000,ug m-3,R
TH4,O3,07/02/2019 20:00,13.80000,ug m-3,R
TH4,O3,07/02/2019 21:00,16.40000,ug m-3,R
TH4,O3,07/02/2019 22:00,20.00000,ug m-3,R
TH4,O3,07/02/2019 23:00,22.10000,ug m-3,R
TH4,O3,08/02/2019 00:00,24.50000,ug m-3,R
TH4,O3,08/02/2019 01:00,31.40000,ug m-3,R
TH4,O3,08/02/2019 02:00,27.30000,ug m-3,R
TH4,O3,08/02/2019 03:00,27.50000,ug m-3,R
TH4,O3,08/02/2019 04:00,28.20000,ug m-3,R
TH4,O3,08/02/2019 05:00,26.00000,ug m-3,R
TH4,O3,08/02/2019 06:00,21.40000,ug m-3,R
TH4,O3,08/02/2019 07:00,18.40000,ug m-3,R
TH4,O3,08/02/2019 08:00,20.20000,ug m-3,R
TH4,O3,08/02/2019 09:00,21.10000,ug m-3,R
TH4,O3,08/02/2019 10:00,24.00000,ug m-3,R
TH4,O3,08/02/2019 11:00,25.20000,ug m-3,R
TH4,O3,08/02/2019 12:00,25.70000,ug m-3,R
TH4,O3,08/02/2019 13:00,25.10000,ug m-3,R
TH4,O3,08/02/2019 14:00,21.10000,ug m-3,R
TH4,O3,08/02/2019 15:00,16.30000,ug m-3,R
TH4,O3,08/02/2019 16:00,20.30000,ug m-3,R
TH4,O3,08/02/2019 17:00,23.70000,ug m-3,R
TH4,O3,08/02/2019 18:00,23.50000,ug m-3,R
TH4,O3,08/02/2019 19:00,30.90000,ug m-3,R
TH4,O3,08/02/2019 20:00,28.90000,ug m-3,R
TH4,O3,08/02/2019 21:00,29.00000,ug m-3,R
TH4,O3,08/02/2019 22:00,36.80000,ug m-3,R
TH4,O3,08/02/2019 23:00,45.80000,ug m-3,R
TH4,O3,09/02/2019 00:00,47.70000,ug m-3,R
TH4,O3,09/02/2019 01:00,52.80000,ug m-3,R
TH4,O3,09/02/2019 02:00,54.10000,ug m-3,R
TH4,O3,09/02/2019 03:00,56.80000,ug m-3,R
TH4,O3,09/02/2019 04:00,58.30000,ug m-3,R
TH4,O3,09/02/2019 05:00,55.50000,ug m-3,R
TH4,O3,09/02/2019 06:00,50.20000,ug m-3,R
TH4,O3,09/02/2019 07:00,45.60000,ug m-3,R
TH4,O3,09/02/2019 08:00,43.20000,ug m-3,R
TH4,O3,09/02/2019 09:00,42.10000,ug m-3,R
TH4,O3,09/02/2019 10:00,42.10000,ug m-3,R
TH4,O3,09/02/2019 11:00,39.80000,ug m-3,R
TH4,O3,09/02/2019 12:00,35.00000,ug m-3,R
TH4,O3,09/02/2019 13:00,34.00000,ug m-3,R
TH4,O3,09/02/2019 14:00,33.70000,ug m-3,R
TH4,O3,09/02/2019 15:00,29.40000,ug m-3,R
TH4,O3,09/02/2019 16:00,26.60000,ug m-3,R
TH4,O3,09/02/2019 17:00,22.70000,ug m-3,R
TH4,O3,09/02/2019 18:00,30.00000,ug m-3,R
TH4,O3,09/02/2019 19:00,22.80000,ug m-3,R
TH4,O3,09/02/2019 20:00,22.70000,ug m-3,R
TH4,O3,09/02/2019 21:00,20.90000,ug m-3,R
TH4,O3,09/02/2019 22:00,28.40000,ug m-3,R
TH4,O3,09/02/2019 23:00,24.90000,ug m-3,R
TH4,O3,10/02/2019 00:00,29.50000,ug m-3,R
TH4,O3,10/02/2019 01:00,24.10000,ug m-3,R
TH4,O3,10/02/2019 02:00,28.00000,ug m-3,R
TH4,O3,10/02/2019 03:00,25.80000,ug m-3,R
TH4,O3,10/02/2019 04:00,27.20000,ug m-3,R
TH4,O3,10/02/2019 05:00,33.60000,ug m-3,R
TH4,O3,10/02/2019 06:00,21.30000,ug m-3,R
TH4,O3,10/02/2019 07:00,22.50000,ug m-3,R
TH4,O3,10/02/2019 08:00,34.20000,ug m-3,R
TH4,O3,10/02/2019 09:00,35.00000,ug m-3,R
TH4,O3,10/02/2019 10:00,29.80000,ug m-3,R
TH4,O3,10/02/2019 11:00,34.30000,ug m-3,R
TH4,O3,10/02/2019 12:00,31.40000,ug m-3,R
TH4,O3,10/02/2019 13:00,28.70000,ug m-3,R
TH4,O3,10/02/2019 14:00,29.10000,ug m-3,R
TH4,O3,10/02/2019 15:00,30.70000,ug m-3,R
TH4,O3,10/02/2019 16:00,24.50000,ug m-3,R
TH4,O3,10/02/2019 17:00,19.80000,ug m-3,R
TH4,O3,10/02/2019 18:00,25.00000,ug m-3,R
TH4,O3,10/02/2019 19:00,24.20000,ug m-3,R
TH4,O3,10/02/2019 20:00,22.40000,ug m-3,R
TH4,O3,10/02/2019 21:00,16.90000,ug m-3,R
TH4,O3,10/02/2019 22:00,21.20000,ug m-3,R
TH4,O3,10/02/2019 23:00,22.10000,ug m-3,R
TH4,O3,11/02/2019 00:00,25.70000,ug m-3,R
TH4,O3,11/02/2019 01:00,32.50000,ug m-3,R
TH4,O3,11/02/2019 02:00,29.40000,ug m-3,R
TH4,O3,11/02/2019 03:00,25.40000,ug m-3,R
TH4,O3,11/02/2019 04:00,16.70000,ug m-3,R
TH4,O3,11/02/2019 05:00,16.00000,ug m-3,R
TH4,O3,11/02/2019 06:00,7.60000,ug m-3,R
TH4,O3,11/02/2019 07:00,5.70000,ug m-3,R
TH4,O3,11/02/2019 08:00,6.80000,ug m-3,R
TH4,O3,11/02/2019 09:00,10.00000,ug m-3,R
TH4,O3,11/02/2019 10:00,14.40000,ug m-3,R
TH4,O3,11/02/2019 11:00,15.90000,ug m-3,R
TH4,O3,11/02/2019 12:00,16.40000,ug m-3,R
TH4,O3,11/02/2019 13:00,16.80000,ug m-3,R
TH4,O3,11/02/2019 14:00,14.40000,ug m-3,R
TH4,O3,11/02/2019 15:00,12.20000,ug m-3,R
TH4,O3,11/02/2019 16:00,9.30000,ug m-3,R
TH4,O3,11/02/2019 17:00,13.50000,ug m-3,R
TH4,O3,11/02/2019 18:00,3.30000,ug m-3,R
TH4,O3,11/02/2019 19:00,3.40000,ug m-3,R
TH4,O3,11/02/2019 20:00,3.50000,ug m-3,R
TH4,O3,11/02/2019 21:00,3.10000,ug m-3,R
TH4,O3,11/02/2019 22:00,1.70000,ug m-3,R
TH4,O3,11/02/2019 23:00,1.60000,ug m-3,R
TH4,O3,12/02/2019 00:00,1.30000,ug m-3,R
TH4,O3,12/02/2019 01:00,2.60000,ug m-3,R
TH4,O3,12/02/2019 02:00,6.70000,ug m-3,R
TH4,O3,12/02/2019 03:00,6.50000,ug m-3,R
TH4,O3,12/02/2019 04:00,2.10000,ug m-3,R
TH4,O3,12/02/2019 05:00,5.50000,ug m-3,R
TH4,O3,12/02/2019 06:00,6.10000,ug m-3,R
TH4,O3,12/02/2019 07:00,2.60000,ug m-3,R
TH4,O3,12/02/2019 08:00,3.20000,ug m-3,R
TH4,O3,12/02/2019 09:00,7.10000,ug m-3,R
TH4,O3,12/02/2019 10:00,,ug m-3,R
TH4,O3,12/02/2019 11:00,13.90000,ug m-3,R
TH4,O3,12/02/2019 12:00,16.50000,ug m-3,R
TH4,O3,12/02/2019 13:00,19.90000,ug m-3,R
TH4,O3,12/02/2019 14:00,20.20000,ug m-3,R
TH4,O3,12/02/2019 15:00,19.20000,ug m-3,R
TH4,O3,12/02/2019 16:00,19.40000,ug m-3,R
TH4,O3,12/02/2019 17:00,20.40000,ug m-3,R
TH4,O3,12/02/2019 18:00,18.40000,ug m-3,R
TH4,O3,12/02/2019 19:00,14.70000,ug m-3,R
TH4,O3,12/02/2019 20:00,12.60000,ug m-3,R
TH4,O3,12/02/2019 21:00,15.10000,ug m-3,R
TH4,O3,12/02/2019 22:00,19.90000,ug m-3,R
TH4,O3,12/02/2019 23:00,21.60000,ug m-3,R
TH4,O3,13/02/2019 00:00,21.70000,ug m-3,R
TH4,O3,13/02/2019 01:00,18.40000,ug m-3,R
TH4,O3,13/02/2019 02:00,14.00000,ug m-3,R
TH4,O3,13/02/2019 03:00,14.60000,ug m-3,R
TH4,O3,13/02/2019 04:00,11.80000,ug m-3,R
TH4,O3,13/02/2019 05:00,8.50000,ug m-3,R
TH4,O3,13/02/2019 06:00,3.90000,ug m-3,R
TH4,O3,13/02/2019 07:00,5.00000,ug m-3,R
TH4,O3,13/02/2019 08:00,5.70000,ug m-3,R
TH4,O3,13/02/2019 09:00,5.60000,ug m-3,R
TH4,O3,13/02/2019 10:00,8.60000,ug m-3,R
TH4,O3,13/02/2019 11:00,12.50000,ug m-3,R
TH4,O3,13/02/2019 12:00,13.90000,ug m-3,R
TH4,O3,13/02/2019 13:00,15.60000,ug m-3,R
TH4,O3,13/02/2019 14:00,16.30000,ug m-3,R
TH4,O3,13/02/2019 15:00,17.30000,ug m-3,R
TH4,O3,13/02/2019 16:00,10.40000,ug m-3,R
TH4,O3,13/02/2019 17:00,12.40000,ug m-3,R
TH4,O3,13/02/2019 18:00,8.60000,ug m-3,R
TH4,O3,13/02/2019 19:00,7.10000,ug m-3,R
TH4,O3,13/02/2019 20:00,11.20000,ug m-3,R
TH4,O3,13/02/2019 21:00,12.30000,ug m-3,R
TH4,O3,13/02/2019 22:00,6.60000,ug m-3,R
TH4,O3,13/02/2019 23:00,2.40000,ug m-3,R
TH4,O3,14/02/2019 00:00,2.90000,ug m-3,R
TH4,O3,14/02/2019 01:00,4.00000,ug m-3,R
TH4,O3,14/02/2019 02:00,3.30000,ug m-3,R
TH4,O3,14/02/2019 03:00,3.10000,ug m-3,R
TH4,O3,14/02/2019 04:00,3.40000,ug m-3,R
TH4,O3,14/02/2019 05:00,3.60000,ug m-3,R
TH4,O3,14/02/2019 06:00,4.00000,ug m-3,R
TH4,O3,14/02/2019 07:00,4.30000,ug m-3,R
TH4,O3,14/02/2019 08:00,4.10000,ug m-3,R
TH4,O3,14/02/2019 09:00,4.80000,ug m-3,R
TH4,O3,14/02/2019 10:00,7.20000,ug m-3,R
TH4,O3,14/02/2019 11:00,6.90000,ug m-3,R
TH4,O3,14/02/2019 12:00,8.30000,ug m-3,R
TH4,O3,14/02/2019 13:00,17.20000,ug m-3,R
TH4,O3,14/02/2019 14:00,14.90000,ug m-3,R
TH4,O3,14/02/2019 15:00,12.00000,ug m-3,R
TH4,O3,14/02/2019 16:00,7.40000,ug m-3,R
TH4,O3,14/02/2019 17:00,4.20000,ug m-3,R
TH4,O3,14/02/2019 18:00,5.30000,ug m-3,R
TH4,O3,14/02/2019 19:00,5.80000,ug m-3,R
TH4,O3,14/02/2019 20:00,3.90000,ug m-3,R
TH4,O3,14/02/2019 21:00,3.60000,ug m-3,R
TH4,O3,14/02/2019 22:00,3.80000,ug m-3,R
TH4,O3,14/02/2019 23:00,3.90000,ug m-3,R
TH4,O3,15/02/2019 00:00,3.90000,ug m-3,R
TH4,O3,15/02/2019 01:00,4.80000,ug m-3,R
TH4,O3,15/02/2019 02:00,3.90000,ug m-3,R
TH4,O3,15/02/2019 03:00,3.70000,ug m-3,R
TH4,O3,15/02/2019 04:00,3.70000,ug m-3,R
TH4,O3,15/02/2019 05:00,3.70000,ug m-3,R
TH4,O3,15/02/2019 06:00,4.10000,ug m-3,R
TH4,O3,15/02/2019 07:00,4.40000,ug m-3,R
TH4,O3,15/02/2019 08:00,4.40000,ug m-3,R
TH4,O3,15/02/2019 09:00,4.80000,ug m-3,R
TH4,O3,15/02/2019 10:00,6.40000,ug m-3,R
TH4,O3,15/02/2019 11:00,8.40000,ug m-3,R
TH4,O3,15/02/2019 12:00,9.00000,ug m-3,R
TH4,O3,15/02/2019 13:00,13.20000,ug m-3,R
TH4,O3,15/02/2019 14:00,11.70000,ug m-3,R
TH4,O3,15/02/2019 15:00,9.00000,ug m-3,R
TH4,O3,15/02/2019 16:00,6.80000,ug m-3,R
TH4,O3,15/02/2019 17:00,5.60000,ug m-3,R
TH4,O3,15/02/2019 18:00,4.90000,ug m-3,R
TH4,O3,15/02/2019 19:00,5.00000,ug m-3,R
TH4,O3,15/02/2019 20:00,4.60000,ug m-3,R
TH4,O3,15/02/2019 21:00,5.00000,ug m-3,R
TH4,O3,15/02/2019 22:00,5.50000,ug m-3,R
TH4,O3,15/02/2019 23:00,6.20000,ug m-3,R
TH4,O3,16/02/2019 00:00,7.30000,ug m-3,R
TH4,O3,16/02/2019 01:00,13.30000,ug m-3,R
TH4,O3,16/02/2019 02:00,11.40000,ug m-3,R
TH4,O3,16/02/2019 03:00,11.50000,ug m-3,R
TH4,O3,16/02/2019 04:00,11.80000,ug m-3,R
TH4,O3,16/02/2019 05:00,16.30000,ug m-3,R
TH4,O3,16/02/2019 06:00,20.50000,ug m-3,R
TH4,O3,16/02/2019 07:00,7.30000,ug m-3,R
TH4,O3,16/02/2019 08:00,7.20000,ug m-3,R
TH4,O3,16/02/2019 09:00,4.40000,ug m-3,R
TH4,O3,16/02/2019 10:00,5.90000,ug m-3,R
TH4,O3,16/02/2019 11:00,6.80000,ug m-3,R
TH4,O3,16/02/2019 12:00,7.30000,ug m-3,R
TH4,O3,16/02/2019 13:00,9.10000,ug m-3,R
TH4,O3,16/02/2019 14:00,8.40000,ug m-3,R
TH4,O3,16/02/2019 15:00,9.40000,ug m-3,R
TH4,O3,16/02/2019 16:00,10.50000,ug m-3,R
TH4,O3,16/02/2019 17:00,12.80000,ug m-3,R
TH4,O3,16/02/2019 18:00,11.10000,ug m-3,R
TH4,O3,16/02/2019 19:00,13.20000,ug m-3,R
TH4,O3,16/02/2019 20:00,15.70000,ug m-3,R
TH4,O3,16/02/2019 21:00,16.20000,ug m-3,R
TH4,O3,16/02/2019 22:00,19.10000,ug m-3,R
TH4,O3,16/02/2019 23:00,18.60000,ug m-3,R
TH4,O3,17/02/2019 00:00,13.80000,ug m-3,P
TH4,O3,17/02/2019 01:00,8.10000,ug m-3,P
TH4,O3,17/02/2019 02:00,7.40000,ug m-3,P
TH4,O3,17/02/2019 03:00,3.20000,ug m-3,P
TH4,O3,17/02/2019 04:00,3.50000,ug m-3,P
TH4,O3,17/02/2019 05:00,7.80000,ug m-3,P
TH4,O3,17/02/2019 06:00,8.20000,ug m-3,P
TH4,O3,17/02/2019 07:00,10.70000,ug m-3,P
TH4,O3,17/02/2019 08:00,12.80000,ug m-3,P
TH4,O3,17/02/2019 09:00,22.20000,ug m-3,P
TH4,O3,17/02/2019 10:00,20.80000,ug m-3,P
TH4,O3,17/02/2019 11:00,21.10000,ug m-3,P
TH4,O3,17/02/2019 12:00,23.90000,ug m-3,P
TH4,O3,17/02/2019 13:00,24.50000,ug m-3,P
TH4,O3,17/02/2019 14:00,21.70000,ug m-3,P
TH4,O3,17/02/2019 15:00,21.50000,ug m-3,P
TH4,O3,17/02/2019 16:00,19.40000,ug m-3,P
TH4,O3,17/02/2019 17:00,18.50000,ug m-3,P
TH4,O3,17/02/2019 18:00,16.60000,ug m-3,P
TH4,O3,17/02/2019 19:00,14.30000,ug m-3,P
TH4,O3,17/02/2019 20:00,14.00000,ug m-3,P
TH4,O3,17/02/2019 21:00,13.20000,ug m-3,P
TH4,O3,17/02/2019 22:00,17.80000,ug m-3,P
TH4,O3,17/02/2019 23:00,15.10000,ug m-3,P
TH4,O3,18/02/2019 00:00,20.80000,ug m-3,P
TH4,O3,18/02/2019 01:00,26.10000,ug m-3,P
TH4,O3,18/02/2019 02:00,22.20000,ug m-3,P
TH4,O3,18/02/2019 03:00,27.20000,ug m-3,P
TH4,O3,18/02/2019 04:00,20.30000,ug m-3,P
TH4,O3,18/02/2019 05:00,16.80000,ug m-3,P
TH4,O3,18/02/2019 06:00,8.50000,ug m-3,P
TH4,O3,18/02/2019 07:00,6.90000,ug m-3,P
TH4,O3,18/02/2019 08:00,7.60000,ug m-3,P
TH4,O3,18/02/2019 09:00,10.10000,ug m-3,P
TH4,O3,18/02/2019 10:00,8.30000,ug m-3,P
TH4,O3,18/02/2019 11:00,13.00000,ug m-3,P
TH4,O3,18/02/2019 12:00,21.70000,ug m-3,P
TH4,O3,18/02/2019 13:00,18.20000,ug m-3,P
TH4,O3,18/02/2019 14:00,13.10000,ug m-3,P
TH4,O3,18/02/2019 15:00,12.40000,ug m-3,P
TH4,O3,18/02/2019 16:00,16.30000,ug m-3,P
TH4,O3,18/02/2019 17:00,12.20000,ug m-3,P
TH4,O3,18/02/2019 18:00,17.90000,ug m-3,P
TH4,O3,18/02/2019 19:00,21.90000,ug m-3,P
TH4,O3,18/02/2019 20:00,22.00000,ug m-3,P
TH4,O3,18/02/2019 21:00,22.50000,ug m-3,P
TH4,O3,18/02/2019 22:00,21.50000,ug m-3,P
TH4,O3,18/02/2019 23:00,28.00000,ug m-3,P
TH4,O3,19/02/2019 00:00,28.50000,ug m-3,P
TH4,O3,19/02/2019 01:00,34.20000,ug m-3,P
TH4,O3,19/02/2019 02:00,33.50000,ug m-3,P
TH4,O3,19/02/2019 03:00,33.30000,ug m-3,P
TH4,O3,19/02/2019 04:00,31.20000,ug m-3,P
TH4,O3,19/02/2019 05:00,25.00000,ug m-3,P
