Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH4,NO2,01/01/2019 00:00,33.50000,ug m-3,R
TH4,NO2,01/01/2019 01:00,37.30000,ug m-3,R
TH4,NO2,01/01/2019 02:00,28.00000,ug m-3,R
TH4,NO2,01/01/2019 03:00,26.60000,ug m-3,R
TH4,NO2,01/01/2019 04:00,25.20000,ug m-3,R
TH4,NO2,01/01/2019 05:00,28.80000,ug m-3,R
TH4,NO2,01/01/2019 06:00,34.10000,ug m-3,R
TH4,NO2,01/01/2019 07:00,38.00000,ug m-3,R
TH4,NO2,01/01/2019 08:00,36.10000,ug m-3,R
TH4,NO2,01/01/2019 09:00,36.00000,ug m-3,R
TH4,NO2,01/01/2019 10:00,32.80000,ug m-3,R
TH4,NO2,01/01/2019 11:00,34.40000,ug m-3,R
TH4,NO2,01/01/2019 12:00,28.80000,ug m-3,R
TH4,NO2,01/01/2019 13:00,35.00000,ug m-3,R
TH4,NO2,01/01/2019 14:00,34.90000,ug m-3,R
TH4,NO2,01/01/2019 15:00,42.80000,ug m-3,R
TH4,NO2,01/01/2019 16:00,42.00000,ug m-3,R
TH4,NO2,01/01/2019 17:00,36.00000,ug m-3,R
TH4,NO2,01/01/2019 18:00,28.50000,ug m-3,R
TH4,NO2,01/01/2019 19:00,28.40000,ug m-3,R
TH4,NO2,01/01/2019 20:00,25.20000,ug m-3,R
TH4,NO2,01/01/2019 21:00,28.10000,ug m-3,R
TH4,NO2,01/01/2019 22:00,27.90000,ug m-3,R
TH4,NO2,01/01/2019 23:00,33.40000,ug m-3,R
TH4,NO2,02/01/2019 00:00,27.60000,ug m-3,R
TH4,NO2,02/01/2019 01:00,31.40000,ug m-3,R
TH4,NO2,02/01/2019 02:00,29.00000,ug m-3,R
TH4,NO2,02/01/2019 03:00,22.10000,ug m-3,R
TH4,NO2,02/01/2019 04:00,29.90000,ug m-3,R
TH4,NO2,02/01/2019 05:00,41.60000,ug m-3,R
TH4,NO2,02/01/2019 06:00,68.20000,ug m-3,R
TH4,NO2,02/01/2019 07:00,70.10000,ug m-3,R
TH4,NO2,02/01/2019 08:00,67.30000,ug m-3,R
TH4,NO2,02/01/2019 09:00,69.40000,ug m-3,R
TH4,NO2,02/01/2019 10:00,71.30000,ug m-3,R
TH4,NO2,02/01/2019 11:00,64.60000,ug m-3,R
TH4,NO2,02/01/2019 12:00,68.60000,ug m-3,R
TH4,NO2,02/01/2019 13:00,69.70000,ug m-3,R
TH4,NO2,02/01/2019 14:00,77.90000,ug m-3,R
TH4,NO2,02/01/2019 15:00,84.80000,ug m-3,R
TH4,NO2,02/01/2019 16:00,70.60000,ug m-3,R
TH4,NO2,02/01/2019 17:00,70.20000,ug m-3,R
TH4,NO2,02/01/2019 18:00,72.70000,ug m-3,R
TH4,NO2,02/01/2019 19:00,64.50000,ug m-3,R
TH4,NO2,02/01/2019 20:00,71.90000,ug m-3,R
TH4,NO2,02/01/2019 21:00,58.20000,ug m-3,R
TH4,NO2,02/01/2019 22:00,62.20000,ug m-3,R
TH4,NO2,02/01/2019 23:00,51.90000,ug m-3,R
TH4,NO2,03/01/2019 00:00,67.20000,ug m-3,R
TH4,NO2,03/01/2019 01:00,43.40000,ug m-3,R
TH4,NO2,03/01/2019 02:00,40.90000,ug m-3,R
TH4,NO2,03/01/2019 03:00,49.20000,ug m-3,R
TH4,NO2,03/01/2019 04:00,49.00000,ug m-3,R
TH4,NO2,03/01/2019 05:00,53.10000,ug m-3,R
TH4,NO2,03/01/2019 06:00,75.90000,ug m-3,R
TH4,NO2,03/01/2019 07:00,85.60000,ug m-3,R
TH4,NO2,03/01/2019 08:00,93.20000,ug m-3,R
TH4,NO2,03/01/2019 09:00,101.80000,ug m-3,R
TH4,NO2,03/01/2019 10:00,90.60000,ug m-3,R
TH4,NO2,03/01/2019 11:00,91.50000,ug m-3,R
TH4,NO2,03/01/2019 12:00,76.20000,ug m-3,R
TH4,NO2,03/01/2019 13:00,70.70000,ug m-3,R
TH4,NO2,03/01/2019 14:00,59.00000,ug m-3,R
TH4,NO2,03/01/2019 15:00,65.70000,ug m-3,R
TH4,NO2,03/01/2019 16:00,55.30000,ug m-3,R
TH4,NO2,03/01/2019 17:00,50.80000,ug m-3,R
TH4,NO2,03/01/2019 18:00,60.10000,ug m-3,R
TH4,NO2,03/01/2019 19:00,59.60000,ug m-3,R
TH4,NO2,03/01/2019 20:00,68.80000,ug m-3,R
TH4,NO2,03/01/2019 21:00,74.10000,ug m-3,R
TH4,NO2,03/01/2019 22:00,72.00000,ug m-3,R
TH4,NO2,03/01/2019 23:00,75.70000,ug m-3,R
TH4,NO2,04/01/2019 00:00,77.20000,ug m-3,R
TH4,NO2,04/01/2019 01:00,68.50000,ug m-3,R
TH4,NO2,04/01/2019 02:00,65.70000,ug m-3,R
TH4,NO2,04/01/2019 03:00,67.70000,ug m-3,R
TH4,NO2,04/01/2019 04:00,36.30000,ug m-3,R
TH4,NO2,04/01/2019 05:00,42.40000,ug m-3,R
TH4,NO2,04/01/2019 06:00,68.10000,ug m-3,R
TH4,NO2,04/01/2019 07:00,64.90000,ug m-3,R
TH4,NO2,04/01/2019 08:00,72.90000,ug m-3,R
TH4,NO2,04/01/2019 09:00,83.00000,ug m-3,R
TH4,NO2,04/01/2019 10:00,82.70000,ug m-3,R
TH4,NO2,04/01/2019 11:00,78.80000,ug m-3,R
TH4,NO2,04/01/2019 12:00,69.00000,ug m-3,R
TH4,NO2,04/01/2019 13:00,74.30000,ug m-3,R
TH4,NO2,04/01/2019 14:00,76.50000,ug m-3,R
TH4,NO2,04/01/2019 15:00,71.10000,ug m-3,R
TH4,NO2,04/01/2019 16:00,102.60000,ug m-3,R
TH4,NO2,04/01/2019 17:00,93.80000,ug m-3,R
TH4,NO2,04/01/2019 18:00,88.00000,ug m-3,R
TH4,NO2,04/01/2019 19:00,83.40000,ug m-3,R
TH4,NO2,04/01/2019 20:00,79.50000,ug m-3,R
TH4,NO2,04/01/2019 21:00,75.90000,ug m-3,R
TH4,NO2,04/01/2019 22:00,76.40000,ug m-3,R
TH4,NO2,04/01/2019 23:00,68.70000,ug m-3,R
TH4,NO2,05/01/2019 00:00,56.40000,ug m-3,R
TH4,NO2,05/01/2019 01:00,45.70000,ug m-3,R
TH4,NO2,05/01/2019 02:00,39.60000,ug m-3,R
TH4,NO2,05/01/2019 03:00,35.30000,ug m-3,R
TH4,NO2,05/01/2019 04:00,38.90000,ug m-3,R
TH4,NO2,05/01/2019 05:00,42.10000,ug m-3,R
TH4,NO2,05/01/2019 06:00,53.70000,ug m-3,R
TH4,NO2,05/01/2019 07:00,55.60000,ug m-3,R
TH4,NO2,05/01/2019 08:00,58.10000,ug m-3,R
TH4,NO2,05/01/2019 09:00,59.40000,ug m-3,R
TH4,NO2,05/01/2019 10:00,58.10000,ug m-3,R
TH4,NO2,05/01/2019 11:00,59.60000,ug m-3,R
TH4,NO2,05/01/2019 12:00,55.50000,ug m-3,R
TH4,NO2,05/01/2019 13:00,69.30000,ug m-3,R
TH4,NO2,05/01/2019 14:00,65.90000,ug m-3,R
TH4,NO2,05/01/2019 15:00,68.40000,ug m-3,R
TH4,NO2,05/01/2019 16:00,66.30000,ug m-3,R
TH4,NO2,05/01/2019 17:00,63.20000,ug m-3,R
TH4,NO2,05/01/2019 18:00,74.40000,ug m-3,R
TH4,NO2,05/01/2019 19:00,76.40000,ug m-3,R
TH4,NO2,05/01/2019 20:00,67.80000,ug m-3,R
TH4,NO2,05/01/2019 21:00,67.40000,ug m-3,R
TH4,NO2,05/01/2019 22:00,61.90000,ug m-3,R
TH4,NO2,05/01/2019 23:00,68.30000,ug m-3,R
TH4,NO2,06/01/2019 00:00,76.80000,ug m-3,R
TH4,NO2,06/01/2019 01:00,54.00000,ug m-3,R
TH4,NO2,06/01/2019 02:00,66.10000,ug m-3,R
TH4,NO2,06/01/2019 03:00,51.70000,ug m-3,R
TH4,NO2,06/01/2019 04:00,47.40000,ug m-3,R
TH4,NO2,06/01/2019 05:00,47.00000,ug m-3,R
TH4,NO2,06/01/2019 06:00,42.00000,ug m-3,R
TH4,NO2,06/01/2019 07:00,42.20000,ug m-3,R
TH4,NO2,06/01/2019 08:00,49.30000,ug m-3,R
TH4,NO2,06/01/2019 09:00,55.70000,ug m-3,R
TH4,NO2,06/01/2019 10:00,54.30000,ug m-3,R
TH4,NO2,06/01/2019 11:00,59.40000,ug m-3,R
TH4,NO2,06/01/2019 12:00,65.00000,ug m-3,R
TH4,NO2,06/01/2019 13:00,66.30000,ug m-3,R
TH4,NO2,06/01/2019 14:00,72.00000,ug m-3,R
TH4,NO2,06/01/2019 15:00,67.30000,ug m-3,R
TH4,NO2,06/01/2019 16:00,81.90000,ug m-3,R
TH4,NO2,06/01/2019 17:00,67.60000,ug m-3,R
TH4,NO2,06/01/2019 18:00,63.40000,ug m-3,R
TH4,NO2,06/01/2019 19:00,70.90000,ug m-3,R
TH4,NO2,06/01/2019 20:00,74.60000,ug m-3,R
TH4,NO2,06/01/2019 21:00,69.90000,ug m-3,R
TH4,NO2,06/01/2019 22:00,72.70000,ug m-3,R
TH4,NO2,06/01/2019 23:00,69.20000,ug m-3,R
TH4,NO2,07/01/2019 00:00,62.80000,ug m-3,R
TH4,NO2,07/01/2019 01:00,52.30000,ug m-3,R
TH4,NO2,07/01/2019 02:00,47.40000,ug m-3,R
TH4,NO2,07/01/2019 03:00,41.20000,ug m-3,R
TH4,NO2,07/01/2019 04:00,44.80000,ug m-3,R
TH4,NO2,07/01/2019 05:00,42.10000,ug m-3,R
TH4,NO2,07/01/2019 06:00,56.10000,ug m-3,R
TH4,NO2,07/01/2019 07:00,55.60000,ug m-3,R
TH4,NO2,07/01/2019 08:00,60.30000,ug m-3,R
TH4,NO2,07/01/2019 09:00,66.00000,ug m-3,R
TH4,NO2,07/01/2019 10:00,60.00000,ug m-3,R
TH4,NO2,07/01/2019 11:00,64.80000,ug m-3,R
TH4,NO2,07/01/2019 12:00,54.70000,ug m-3,R
TH4,NO2,07/01/2019 13:00,51.00000,ug m-3,R
TH4,NO2,07/01/2019 14:00,51.80000,ug m-3,R
TH4,NO2,07/01/2019 15:00,54.20000,ug m-3,R
TH4,NO2,07/01/2019 16:00,67.20000,ug m-3,R
TH4,NO2,07/01/2019 17:00,59.00000,ug m-3,R
TH4,NO2,07/01/2019 18:00,46.70000,ug m-3,R
TH4,NO2,07/01/2019 19:00,44.40000,ug m-3,R
TH4,NO2,07/01/2019 20:00,43.80000,ug m-3,R
TH4,NO2,07/01/2019 21:00,38.40000,ug m-3,R
TH4,NO2,07/01/2019 22:00,28.60000,ug m-3,R
TH4,NO2,07/01/2019 23:00,22.60000,ug m-3,R
TH4,NO2,08/01/2019 00:00,18.70000,ug m-3,R
TH4,NO2,08/01/2019 01:00,14.30000,ug m-3,R
TH4,NO2,08/01/2019 02:00,12.30000,ug m-3,R
TH4,NO2,08/01/2019 03:00,14.20000,ug m-3,R
TH4,NO2,08/01/2019 04:00,17.90000,ug m-3,R
TH4,NO2,08/01/2019 05:00,32.20000,ug m-3,R
TH4,NO2,08/01/2019 06:00,51.20000,ug m-3,R
TH4,NO2,08/01/2019 07:00,57.90000,ug m-3,R
TH4,NO2,08/01/2019 08:00,73.20000,ug m-3,R
TH4,NO2,08/01/2019 09:00,59.90000,ug m-3,R
TH4,NO2,08/01/2019 10:00,66.40000,ug m-3,R
TH4,NO2,08/01/2019 11:00,67.10000,ug m-3,R
TH4,NO2,08/01/2019 12:00,54.00000,ug m-3,R
TH4,NO2,08/01/2019 13:00,59.80000,ug m-3,R
TH4,NO2,08/01/2019 14:00,59.90000,ug m-3,R
TH4,NO2,08/01/2019 15:00,76.90000,ug m-3,R
TH4,NO2,08/01/2019 16:00,92.30000,ug m-3,R
TH4,NO2,08/01/2019 17:00,85.40000,ug m-3,R
TH4,NO2,08/01/2019 18:00,78.60000,ug m-3,R
TH4,NO2,08/01/2019 19:00,74.50000,ug m-3,R
TH4,NO2,08/01/2019 20:00,83.90000,ug m-3,R
TH4,NO2,08/01/2019 21:00,72.80000,ug m-3,R
TH4,NO2,08/01/2019 22:00,55.90000,ug m-3,R
TH4,NO2,08/01/2019 23:00,46.50000,ug m-3,R
TH4,NO2,09/01/2019 00:00,40.50000,ug m-3,R
TH4,NO2,09/01/2019 01:00,38.90000,ug m-3,R
TH4,NO2,09/01/2019 02:00,30.10000,ug m-3,R
TH4,NO2,09/01/2019 03:00,27.10000,ug m-3,R
TH4,NO2,09/01/2019 04:00,30.70000,ug m-3,R
TH4,NO2,09/01/2019 05:00,42.40000,ug m-3,R
TH4,NO2,09/01/2019 06:00,72.00000,ug m-3,R
TH4,NO2,09/01/2019 07:00,79.20000,ug m-3,R
TH4,NO2,09/01/2019 08:00,83.40000,ug m-3,R
TH4,NO2,09/01/2019 09:00,88.10000,ug m-3,R
TH4,NO2,09/01/2019 10:00,80.10000,ug m-3,R
TH4,NO2,09/01/2019 11:00,80.40000,ug m-3,R
TH4,NO2,09/01/2019 12:00,73.20000,ug m-3,R
TH4,NO2,09/01/2019 13:00,68.30000,ug m-3,R
TH4,NO2,09/01/2019 14:00,71.00000,ug m-3,R
TH4,NO2,09/01/2019 15:00,80.20000,ug m-3,R
TH4,NO2,09/01/2019 16:00,84.30000,ug m-3,R
TH4,NO2,09/01/2019 17:00,79.90000,ug m-3,R
TH4,NO2,09/01/2019 18:00,81.50000,ug m-3,R
TH4,NO2,09/01/2019 19:00,76.10000,ug m-3,R
TH4,NO2,09/01/2019 20:00,68.30000,ug m-3,R
TH4,NO2,09/01/2019 21:00,69.10000,ug m-3,R
TH4,NO2,09/01/2019 22:00,71.10000,ug m-3,R
TH4,NO2,09/01/2019 23:00,66.10000,ug m-3,R
TH4,NO2,10/01/2019 00:00,62.00000,ug m-3,R
TH4,NO2,10/01/2019 01:00,44.70000,ug m-3,R
TH4,NO2,10/01/2019 02:00,47.60000,ug m-3,R
TH4,NO2,10/01/2019 03:00,45.50000,ug m-3,R
TH4,NO2,10/01/2019 04:00,47.50000,ug m-3,R
TH4,NO2,10/01/2019 05:00,70.40000,ug m-3,R
TH4,NO2,10/01/2019 06:00,87.40000,ug m-3,R
TH4,NO2,10/01/2019 07:00,95.70000,ug m-3,R
TH4,NO2,10/01/2019 08:00,104.40000,ug m-3,R
TH4,NO2,10/01/2019 09:00,103.90000,ug m-3,R
TH4,NO2,10/01/2019 10:00,104.60000,ug m-3,R
TH4,NO2,10/01/2019 11:00,104.20000,ug m-3,R
TH4,NO2,10/01/2019 12:00,111.10000,ug m-3,R
TH4,NO2,10/01/2019 13:00,98.90000,ug m-3,R
TH4,NO2,10/01/2019 14:00,103.40000,ug m-3,R
TH4,NO2,10/01/2019 15:00,110.70000,ug m-3,R
TH4,NO2,10/01/2019 16:00,103.50000,ug m-3,R
TH4,NO2,10/01/2019 17:00,106.90000,ug m-3,R
TH4,NO2,10/01/2019 18:00,85.70000,ug m-3,R
TH4,NO2,10/01/2019 19:00,81.80000,ug m-3,R
TH4,NO2,10/01/2019 20:00,82.20000,ug m-3,R
TH4,NO2,10/01/2019 21:00,78.20000,ug m-3,R
TH4,NO2,10/01/2019 22:00,75.70000,ug m-3,R
TH4,NO2,10/01/2019 23:00,69.70000,ug m-3,R
TH4,NO2,11/01/2019 00:00,58.80000,ug m-3,R
TH4,NO2,11/01/2019 01:00,55.80000,ug m-3,R
TH4,NO2,11/01/2019 02:00,45.90000,ug m-3,R
TH4,NO2,11/01/2019 03:00,42.00000,ug m-3,R
TH4,NO2,11/01/2019 04:00,48.50000,ug m-3,R
TH4,NO2,11/01/2019 05:00,59.20000,ug m-3,R
TH4,NO2,11/01/2019 06:00,80.80000,ug m-3,R
TH4,NO2,11/01/2019 07:00,90.30000,ug m-3,R
TH4,NO2,11/01/2019 08:00,88.50000,ug m-3,R
TH4,NO2,11/01/2019 09:00,84.30000,ug m-3,R
TH4,NO2,11/01/2019 10:00,91.60000,ug m-3,R
TH4,NO2,11/01/2019 11:00,85.60000,ug m-3,R
TH4,NO2,11/01/2019 12:00,85.40000,ug m-3,R
TH4,NO2,11/01/2019 13:00,92.30000,ug m-3,R
TH4,NO2,11/01/2019 14:00,98.60000,ug m-3,R
TH4,NO2,11/01/2019 15:00,95.90000,ug m-3,R
TH4,NO2,11/01/2019 16:00,90.00000,ug m-3,R
TH4,NO2,11/01/2019 17:00,97.90000,ug m-3,R
TH4,NO2,11/01/2019 18:00,94.90000,ug m-3,R
TH4,NO2,11/01/2019 19:00,78.80000,ug m-3,R
TH4,NO2,11/01/2019 20:00,71.20000,ug m-3,R
TH4,NO2,11/01/2019 21:00,71.90000,ug m-3,R
TH4,NO2,11/01/2019 22:00,82.70000,ug m-3,R
TH4,NO2,11/01/2019 23:00,73.70000,ug m-3,R
TH4,NO2,12/01/2019 00:00,56.20000,ug m-3,R
TH4,NO2,12/01/2019 01:00,47.90000,ug m-3,R
TH4,NO2,12/01/2019 02:00,33.90000,ug m-3,R
TH4,NO2,12/01/2019 03:00,28.80000,ug m-3,R
TH4,NO2,12/01/2019 04:00,25.30000,ug m-3,R
TH4,NO2,12/01/2019 05:00,29.90000,ug m-3,R
TH4,NO2,12/01/2019 06:00,34.50000,ug m-3,R
TH4,NO2,12/01/2019 07:00,37.00000,ug m-3,R
TH4,NO2,12/01/2019 08:00,42.20000,ug m-3,R
TH4,NO2,12/01/2019 09:00,41.20000,ug m-3,R
TH4,NO2,12/01/2019 10:00,46.50000,ug m-3,R
TH4,NO2,12/01/2019 11:00,58.80000,ug m-3,R
TH4,NO2,12/01/2019 12:00,55.50000,ug m-3,R
TH4,NO2,12/01/2019 13:00,53.80000,ug m-3,R
TH4,NO2,12/01/2019 14:00,42.80000,ug m-3,R
TH4,NO2,12/01/2019 15:00,50.30000,ug m-3,R
TH4,NO2,12/01/2019 16:00,52.30000,ug m-3,R
TH4,NO2,12/01/2019 17:00,62.90000,ug m-3,R
TH4,NO2,12/01/2019 18:00,50.70000,ug m-3,R
TH4,NO2,12/01/2019 19:00,44.50000,ug m-3,R
TH4,NO2,12/01/2019 20:00,47.30000,ug m-3,R
TH4,NO2,12/01/2019 21:00,43.70000,ug m-3,R
TH4,NO2,12/01/2019 22:00,41.10000,ug m-3,R
TH4,NO2,12/01/2019 23:00,36.30000,ug m-3,R
TH4,NO2,13/01/2019 00:00,35.70000,ug m-3,R
TH4,NO2,13/01/2019 01:00,25.40000,ug m-3,R
TH4,NO2,13/01/2019 02:00,25.80000,ug m-3,R
TH4,NO2,13/01/2019 03:00,21.10000,ug m-3,R
TH4,NO2,13/01/2019 04:00,17.80000,ug m-3,R
TH4,NO2,13/01/2019 05:00,20.40000,ug m-3,R
TH4,NO2,13/01/2019 06:00,22.70000,ug m-3,R
TH4,NO2,13/01/2019 07:00,25.20000,ug m-3,R
TH4,NO2,13/01/2019 08:00,29.10000,ug m-3,R
TH4,NO2,13/01/2019 09:00,33.60000,ug m-3,R
TH4,NO2,13/01/2019 10:00,37.70000,ug m-3,R
TH4,NO2,13/01/2019 11:00,33.40000,ug m-3,R
TH4,NO2,13/01/2019 12:00,27.40000,ug m-3,R
TH4,NO2,13/01/2019 13:00,36.30000,ug m-3,R
TH4,NO2,13/01/2019 14:00,33.20000,ug m-3,R
TH4,NO2,13/01/2019 15:00,37.80000,ug m-3,R
TH4,NO2,13/01/2019 16:00,36.90000,ug m-3,R
TH4,NO2,13/01/2019 17:00,45.90000,ug m-3,R
TH4,NO2,13/01/2019 18:00,44.10000,ug m-3,R
TH4,NO2,13/01/2019 19:00,42.20000,ug m-3,R
TH4,NO2,13/01/2019 20:00,35.90000,ug m-3,R
TH4,NO2,13/01/2019 21:00,22.80000,ug m-3,R
TH4,NO2,13/01/2019 22:00,23.30000,ug m-3,R
TH4,NO2,13/01/2019 23:00,17.70000,ug m-3,R
TH4,NO2,14/01/2019 00:00,14.60000,ug m-3,R
TH4,NO2,14/01/2019 01:00,13.10000,ug m-3,R
TH4,NO2,14/01/2019 02:00,9.80000,ug m-3,R
TH4,NO2,14/01/2019 03:00,8.90000,ug m-3,R
TH4,NO2,14/01/2019 04:00,12.60000,ug m-3,R
TH4,NO2,14/01/2019 05:00,34.20000,ug m-3,R
TH4,NO2,14/01/2019 06:00,62.10000,ug m-3,R
TH4,NO2,14/01/2019 07:00,64.30000,ug m-3,R
TH4,NO2,14/01/2019 08:00,73.50000,ug m-3,R
TH4,NO2,14/01/2019 09:00,67.30000,ug m-3,R
TH4,NO2,14/01/2019 10:00,66.90000,ug m-3,R
TH4,NO2,14/01/2019 11:00,61.20000,ug m-3,R
TH4,NO2,14/01/2019 12:00,58.40000,ug m-3,R
TH4,NO2,14/01/2019 13:00,60.20000,ug m-3,R
TH4,NO2,14/01/2019 14:00,64.30000,ug m-3,R
TH4,NO2,14/01/2019 15:00,64.50000,ug m-3,R
TH4,NO2,14/01/2019 16:00,80.50000,ug m-3,R
TH4,NO2,14/01/2019 17:00,82.60000,ug m-3,R
TH4,NO2,14/01/2019 18:00,66.40000,ug m-3,R
TH4,NO2,14/01/2019 19:00,65.90000,ug m-3,R
TH4,NO2,14/01/2019 20:00,63.20000,ug m-3,R
TH4,NO2,14/01/2019 21:00,55.10000,ug m-3,R
TH4,NO2,14/01/2019 22:00,56.30000,ug m-3,R
TH4,NO2,14/01/2019 23:00,59.20000,ug m-3,R
TH4,NO2,15/01/2019 00:00,55.30000,ug m-3,R
TH4,NO2,15/01/2019 01:00,43.20000,ug m-3,R
TH4,NO2,15/01/2019 02:00,37.60000,ug m-3,R
TH4,NO2,15/01/2019 03:00,31.40000,ug m-3,R
TH4,NO2,15/01/2019 04:00,29.90000,ug m-3,R
TH4,NO2,15/01/2019 05:00,41.50000,ug m-3,R
TH4,NO2,15/01/2019 06:00,58.90000,ug m-3,R
TH4,NO2,15/01/2019 07:00,80.50000,ug m-3,R
TH4,NO2,15/01/2019 08:00,71.60000,ug m-3,R
TH4,NO2,15/01/2019 09:00,74.00000,ug m-3,R
TH4,NO2,15/01/2019 10:00,67.80000,ug m-3,R
TH4,NO2,15/01/2019 11:00,51.10000,ug m-3,R
TH4,NO2,15/01/2019 12:00,59.70000,ug m-3,R
TH4,NO2,15/01/2019 13:00,55.60000,ug m-3,R
TH4,NO2,15/01/2019 14:00,67.70000,ug m-3,R
TH4,NO2,15/01/2019 15:00,67.20000,ug m-3,R
TH4,NO2,15/01/2019 16:00,72.70000,ug m-3,R
TH4,NO2,15/01/2019 17:00,67.70000,ug m-3,R
TH4,NO2,15/01/2019 18:00,58.10000,ug m-3,R
TH4,NO2,15/01/2019 19:00,46.00000,ug m-3,R
TH4,NO2,15/01/2019 20:00,44.90000,ug m-3,R
TH4,NO2,15/01/2019 21:00,38.80000,ug m-3,R
TH4,NO2,15/01/2019 22:00,35.00000,ug m-3,R
TH4,NO2,15/01/2019 23:00,32.90000,ug m-3,R
TH4,NO2,16/01/2019 00:00,24.70000,ug m-3,P
TH4,NO2,16/01/2019 01:00,20.60000,ug m-3,P
TH4,NO2,16/01/2019 02:00,20.40000,ug m-3,P
TH4,NO2,16/01/2019 03:00,17.90000,ug m-3,P
TH4,NO2,16/01/2019 04:00,24.60000,ug m-3,P
TH4,NO2,16/01/2019 05:00,41.50000,ug m-3,P
TH4,NO2,16/01/2019 06:00,51.30000,ug m-3,P
TH4,NO2,16/01/2019 07:00,60.50000,ug m-3,P
TH4,NO2,16/01/2019 08:00,74.40000,ug m-3,P
TH4,NO2,16/01/2019 09:00,,ug m-3,P
TH4,NO2,16/01/2019 10:00,,ug m-3,P
TH4,NO2,16/01/2019 11:00,,ug m-3,P
TH4,NO2,16/01/2019 12:00,54.40000,ug m-3,P
TH4,NO2,16/01/2019 13:00,58.00000,ug m-3,P
TH4,NO2,16/01/2019 14:00,55.00000,ug m-3,P
TH4,NO2,16/01/2019 15:00,63.90000,ug m-3,P
TH4,NO2,16/01/2019 16:00,81.10000,ug m-3,P
TH4,NO2,16/01/2019 17:00,83.20000,ug m-3,P
TH4,NO2,16/01/2019 18:00,90.40000,ug m-3,P
TH4,NO2,16/01/2019 19:00,73.70000,ug m-3,P
TH4,NO2,16/01/2019 20:00,71.40000,ug m-3,P
TH4,NO2,16/01/2019 21:00,63.20000,ug m-3,P
TH4,NO2,16/01/2019 22:00,51.80000,ug m-3,P
TH4,NO2,16/01/2019 23:00,48.70000,ug m-3,P
TH4,NO2,17/01/2019 00:00,71.00000,ug m-3,P
TH4,NO2,17/01/2019 01:00,39.00000,ug m-3,P
TH4,NO2,17/01/2019 02:00,29.20000,ug m-3,P
TH4,NO2,17/01/2019 03:00,30.50000,ug m-3,P
TH4,NO2,17/01/2019 04:00,28.90000,ug m-3,P
TH4,NO2,17/01/2019 05:00,34.70000,ug m-3,P
TH4,NO2,17/01/2019 06:00,59.50000,ug m-3,P
TH4,NO2,17/01/2019 07:00,67.60000,ug m-3,P
TH4,NO2,17/01/2019 08:00,80.00000,ug m-3,P
TH4,NO2,17/01/2019 09:00,68.70000,ug m-3,P
TH4,NO2,17/01/2019 10:00,64.50000,ug m-3,P
TH4,NO2,17/01/2019 11:00,54.50000,ug m-3,P
TH4,NO2,17/01/2019 12:00,,ug m-3,P
TH4,NO2,17/01/2019 13:00,,ug m-3,P
TH4,NO2,17/01/2019 14:00,,ug m-3,P
TH4,NO2,17/01/2019 15:00,55.70000,ug m-3,P
TH4,NO2,17/01/2019 16:00,73.00000,ug m-3,P
TH4,NO2,17/01/2019 17:00,71.30000,ug m-3,P
TH4,NO2,17/01/2019 18:00,83.50000,ug m-3,P
TH4,NO2,17/01/2019 19:00,91.00000,ug m-3,P
TH4,NO2,17/01/2019 20:00,73.00000,ug m-3,P
TH4,NO2,17/01/2019 21:00,75.40000,ug m-3,P
TH4,NO2,17/01/2019 22:00,73.50000,ug m-3,P
TH4,NO2,17/01/2019 23:00,79.20000,ug m-3,P
TH4,NO2,18/01/2019 00:00,74.60000,ug m-3,P
TH4,NO2,18/01/2019 01:00,75.60000,ug m-3,P
TH4,NO2,18/01/2019 02:00,71.50000,ug m-3,P
TH4,NO2,18/01/2019 03:00,66.90000,ug m-3,P
TH4,NO2,18/01/2019 04:00,73.70000,ug m-3,P
TH4,NO2,18/01/2019 05:00,76.60000,ug m-3,P
TH4,NO2,18/01/2019 06:00,94.50000,ug m-3,P
TH4,NO2,18/01/2019 07:00,88.50000,ug m-3,P
TH4,NO2,18/01/2019 08:00,97.80000,ug m-3,P
TH4,NO2,18/01/2019 09:00,87.00000,ug m-3,P
TH4,NO2,18/01/2019 10:00,76.60000,ug m-3,P
TH4,NO2,18/01/2019 11:00,61.40000,ug m-3,P
TH4,NO2,18/01/2019 12:00,59.70000,ug m-3,P
TH4,NO2,18/01/2019 13:00,55.00000,ug m-3,P
TH4,NO2,18/01/2019 14:00,63.10000,ug m-3,P
TH4,NO2,18/01/2019 15:00,59.10000,ug m-3,P
TH4,NO2,18/01/2019 16:00,71.90000,ug m-3,P
TH4,NO2,18/01/2019 17:00,65.00000,ug m-3,P
TH4,NO2,18/01/2019 18:00,64.80000,ug m-3,P
TH4,NO2,18/01/2019 19:00,64.00000,ug m-3,P
TH4,NO2,18/01/2019 20:00,58.80000,ug m-3,P
TH4,NO2,18/01/2019 21:00,51.60000,ug m-3,P
TH4,NO2,18/01/2019 22:00,47.90000,ug m-3,P
TH4,NO2,18/01/2019 23:00,35.10000,ug m-3,P
TH4,NO2,19/01/2019 00:00,35.90000,ug m-3,P
TH4,NO2,19/01/2019 01:00,24.40000,ug m-3,P
TH4,NO2,19/01/2019 02:00,18.30000,ug m-3,P
TH4,NO2,19/01/2019 03:00,13.20000,ug m-3,P
TH4,NO2,19/01/2019 04:00,19.50000,ug m-3,P
